study_id,nct_id,title,status,phase,study_type,start_date,completion_date,primary_completion_date,enrollment,gender
5513,NCT04586192,Digital Mental Health and Wellness Intervention for Adults: A Randomized Control Trial of COMET,Recruiting,,Interventional,2021-01-31,2021-06-01,2021-06-01,2500,All
5514,NCT04378530,Mindfulness Takes Practice,"Active, not recruiting",,Interventional,2020-07-27,2021-06-01,2021-06-01,174,All
5515,NCT04447690,Prevalence of Mental Health Problems Among Undergraduate Students at the Universidad de Los Andes,Completed,,Observational,2020-08-03,2020-12-31,2020-09-04,5553,All
5516,NCT04763304,Self-contamination Following Removal of Two Personal Protective Equipment Suits: a Crossover Trial,Completed,,Interventional,2020-09-01,2020-11-18,2020-10-29,60,All
5517,NCT04696406,"Multicenter, Multinational, Clinical Trial of the Performance of RESPINOR DXT to Identify Patients at Increased Risk of Weaning Failure",Not yet recruiting,,Observational,2021-03-01,2021-09-30,2021-09-30,250,All
5518,NCT04787809,Living Well: A Digital ACT Intervention,Recruiting,,Interventional,2021-02-19,2022-12-01,2022-12-01,70,All
5519,NCT04661189,The Cognitive and spOrt Virtual EPIC Training Study for Cardiovascular Diseases,Recruiting,,Interventional,2020-05-18,2022-12-01,2022-05-01,122,All
5520,NCT04574050,SELF-BREATHE RCT for Chronic Breathlessness,Not yet recruiting,,Interventional,2020-12-03,2022-06-30,2022-04-04,40,All
5521,NCT04407000,"Bioequivalence Study of Favipiravir 200 mg Film Tablet (World Medicine, Turkey) Under Fasting Conditions",Completed,Phase 1,Interventional,2020-06-23,2020-08-08,2020-07-20,30,Male
5522,NCT04604821,Delivering EMT Via Telehealth to Children and Families,Not yet recruiting,,Interventional,2020-10-20,2021-12-31,2021-10-01,28,All
5523,NCT04421690,Computerized Cognitive Training in Middle-Aged Adults With Generalized Anxiety Disorder: A Pilot Study,Recruiting,,Interventional,2020-06-08,2021-05-31,2021-05-31,30,All
5524,NCT04740411,Online Wellness Intervention for College Students,Not yet recruiting,,Interventional,2021-02-18,2022-03-01,2022-03-01,850,All
5525,NCT04838236,"Smoking, Stress, and Mobile Technology",Not yet recruiting,,Interventional,2021-06-01,2023-10-01,2021-09-01,225,All
5526,NCT04592588,Evaluating an Online Wellness Intervention for Indian College Students,Recruiting,,Interventional,2020-10-19,2021-06-30,2021-06-30,500,All
5527,NCT04648293,Starling Registry Study,Recruiting,,Observational,2020-11-02,2022-07-31,2022-07-31,1000,All
5528,NCT04480255,NICU2HOME+: Supporting Illinois Families,Recruiting,,Interventional,2020-08-03,2022-06-01,2021-12-01,600,All
5529,NCT04564183,Advancing Prevention of Pulmonary Fibrosis,Recruiting,,Observational,2021-01-22,2024-10-01,2024-10-01,1000,All
5530,NCT04545593,Positive Minds Strong Bodies Implementation,Recruiting,,Interventional,2021-02-11,2024-09-30,2024-09-30,450,All
5531,NCT04025151,Nurse-led Alcohol Brief Intervention Plus Mobile Personalized Chat-based Support on Reducing Alcohol Use in University Students,Not yet recruiting,,Interventional,2020-09-30,2022-11-30,2022-09-30,770,All
5532,NCT04772807,"Validation of Kinocardiography, a New Technology Measuring Cardiac Mechanical Activity Via Accelerometers and Gyroscopes",Recruiting,,Observational,2021-02-05,2022-12-31,2022-05-01,320,All
5533,NCT04734288,LIFEHOUSE: Description of the Tent Bucket -Immune Support,"Active, not recruiting",,Interventional,2021-01-22,2023-07-31,2022-07-31,7,All
5534,NCT04684602,Mesenchymal Stem Cells for the Treatment of Various Chronic and Acute Conditions,Recruiting,Phase 1|Phase 2,Interventional,2020-07-09,2030-12-09,2030-07-09,5000,All
5535,NCT03871491,Azithromycin-Prevention in Labor Use Study (A-PLUS),Recruiting,Phase 3,Interventional,2020-09-01,2023-09-01,2023-09-01,34000,Female
5536,NCT04386876,"Bioequivalence Study of Lopinavir/Ritonavir 200/50 mg Film Tablet (World Medicine Ilac, Turkey) Under Fasting Conditions",Completed,Phase 1,Interventional,2020-04-30,2020-06-11,2020-05-22,30,Male
5537,NCT04813068,Lung Cancer Patients' Attitudes to a Second Course of Radiotherapy,Not yet recruiting,,Observational,2021-03-01,2022-06-01,2021-12-01,30,All
5538,NCT04753307,Perioperative Inflammatory Response Assessment in High-risk Patients Undergoing Noncardiac Surgery,Recruiting,,Observational,2021-01-19,2024-01-31,2023-01-31,1400,All
5539,NCT04449744,Evaluating Adaptive Dispenser Initiation Protocols for MySafeRx During Post-detox Buprenorphine Treatment- a Pilot Study,Recruiting,,Interventional,2020-07-13,2021-03-01,2021-01-31,30,All
5540,NCT04231097,MBCT Delivered Via Group Videoconferencing for ACS Syndrome Patients With Depressive Symptoms,"Active, not recruiting",,Interventional,2020-04-24,2021-04-01,2021-02-25,7,All
5541,NCT04828018,Care of the Ageing Veteran Population: Developing an Evidence Base for the Royal Hospital Chelsea Model of Care,Not yet recruiting,,Observational,2021-04-01,2022-05-01,2022-05-01,80,All
5542,NCT04807972,Study to Evaluate Adverse Events and Change in Disease Activity When Intravenous (IV) Infusion of ABBV-927 is Administered in Combination With IV Modified FOLFIRINOX (mFFX) With or Without IV Budigalimab Compared to mFFX in Adult Participants With Untreated Pancreatic Cancer Metastasis,Not yet recruiting,Phase 2,Interventional,2021-04-13,2024-10-15,2024-10-15,129,All
5543,NCT04709263,Heart Failure Patients Registry,Recruiting,,Observational,2020-12-23,2023-12-31,2023-12-31,20000,All
5544,NCT04212442,Improving Aging in Place in Subsidized Housing,Recruiting,,Interventional,2020-01-13,2021-06-30,2021-03-30,70,All
