study_id,agency,agency_class,lead_or_collaborator
5368,Hamilton Health Sciences Corporation,Other,Collaborator
5368,McMaster University,Other,Collaborator
5369,University of Manitoba,Other,Lead
5369,University of Calgary,Other,Collaborator
5369,Tactica Interactive,Other,Collaborator
5369,Centre for Healthcare Innovation,Other,Collaborator
5369,Research Manitoba,Other,Collaborator
5370,"Hon K. Yuen, PhD",Other,Lead
5370,University of Alabama at Birmingham,Other,Collaborator
5371,National University of Natural Medicine,Other,Lead
5372,University of Surrey,Other,Lead
5373,University of Sao Paulo,Other,Lead
5374,British Columbia Children's Hospital,Other,Lead
5375,Istanbul Medipol University Hospital,Other,Lead
5376,McMaster University,Other,Lead
5377,National Jewish Health,Other,Lead
5378,University of Texas Southwestern Medical Center,Other,Lead
5379,Lee Kirby,Other,Lead
5379,IWK Health Centre,Other,Collaborator
5379,Nova Scotia Health Authority,Other,Collaborator
5380,University of Jordan,Other,Lead
5381,University of Arizona,Other,Lead
5381,David Lynch Foundation,Other,Collaborator
5381,Tucson Transcendental Meditation Center,Other,Collaborator
5382,Vanderbilt University Medical Center,Other,Lead
5382,University of Illinois at Urbana-Champaign,Other,Collaborator
5382,"University of Wisconsin, Madison",Other,Collaborator
5383,University of Southampton,Other,Lead
5383,Solent NHS Trust,Other,Collaborator
5384,Azienda Ospedaliera Universitaria Integrata Verona,Other,Lead
5385,Eskisehir Osmangazi University,Other,Lead
5386,Guy's and St Thomas' NHS Foundation Trust,Other,Lead
5387,AlFayhaa General Hospital,Other,Lead
5388,The Royal Wolverhampton Hospitals NHS Trust,Other,Lead
5388,La Trobe University,Other,Collaborator
5388,Cornell University,Other,Collaborator
5389,Holly Risdon,Industry,Lead
5389,BPAi,Other,Collaborator
5389,American Institute of Stress,Other,Collaborator
5390,Chinese University of Hong Kong,Other,Lead
5391,Sangath,Other,Lead
5391,Harvard Medical School,Other,Collaborator
5391,University of Sussex,Other,Collaborator
5391,London School of Hygiene and Tropical Medicine,Other,Collaborator
5392,University of Pittsburgh,Other,Lead
5393,Karolinska Institutet,Other,Lead
5393,Mayo Clinic,Other,Collaborator
5394,Samsung Medical Center,Other,Lead
5395,Hacettepe University,Other,Lead
5396,University of Pennsylvania,Other,Lead
5397,Florida International University,Other,Lead
5398,"University Hospital, Angers",Other,Lead
5399,Thomas Jefferson University,Other,Lead
5399,Montefiore Medical Center,Other,Collaborator
5400,Changi General Hospital,Other,Lead
5401,Lawson Health Research Institute,Other,Lead
5401,Canadian Institutes of Health Research (CIHR),Other,Collaborator
5402,Boise State University,Other,Lead
5402,National Institute of Environmental Health Sciences (NIEHS),NIH,Collaborator
5403,Bournemouth University,Other,Lead
5403,University Hospital Southampton NHS Foundation Trust,Other,Collaborator
5404,"Western University, Canada",Other,Lead
5405,Centre Hospitalier Universitaire de Besancon,Other,Lead
5406,Liverpool John Moores University,Other,Lead
5406,University of Liverpool,Other,Collaborator
5406,Dublin City University,Other,Collaborator
5406,Radboud University,Other,Collaborator
5407,The University of Hong Kong,Other,Lead
5407,"Lok Sin Tong Benevolent Society, Kowloon",Other,Collaborator
5408,Barbara Jakše s.p.,Other,Lead
5409,Universidad Pontificia Comillas,Other,Lead
5409,Baxter Healthcare Corporation,Industry,Collaborator
5409,Iqvia Pty Ltd,Other,Collaborator
5409,SPANISH SOCIETY OF ONCOLOGY NURSING,Other,Collaborator
5410,University of Illinois at Urbana-Champaign,Other,Lead
5410,Wayne State University,Other,Collaborator
5411,University of Manitoba,Other,Lead
5412,University of Michigan,Other,Lead
5412,National Institutes of Health (NIH),NIH,Collaborator
5413,Jordi Gol i Gurina Foundation,Other,Lead
5413,Institut Català de la Salut,Other,Collaborator
5414,"Rutgers, The State University of New Jersey",Other,Lead
5415,Lawson Health Research Institute,Other,Lead
5415,ForaHealthyMe Inc,Other,Collaborator
5415,"University Health Network, Toronto",Other,Collaborator
5415,Spinal Cord Injury Ontario,Other,Collaborator
5415,The Craig H. Neilsen Foundation,Other,Collaborator
5416,"Intervene Immune, Inc.",Industry,Lead
5417,"Children's Hospital Medical Center, Cincinnati",Other,Lead
5417,Baxter Healthcare Corporation,Industry,Collaborator
5418,"University of Maryland, Baltimore",Other,Lead
5418,US Department of Veterans Affairs Cooperative Studies Program,U.S. Fed,Collaborator
5418,KAI Research,Other,Collaborator
5418,United States Department of Defense,Other,Collaborator
5419,University of Exeter,Other,Lead
5419,"National Institute for Health Research, United Kingdom",Other,Collaborator
5419,University of Leeds,Other,Collaborator
5420,Bicetre Hospital,Other,Lead
5421,Johns Hopkins Bloomberg School of Public Health,Other,Lead
5421,United States Agency for International Development (USAID),U.S. Fed,Collaborator
5422,Physio-Assist,Industry,Lead
5422,Icadom,Other,Collaborator
5423,University of Waterloo,Other,Lead
5424,Sheffield Hallam University,Other,Lead
5424,King's College London,Other,Collaborator
5424,Sheffield Teaching Hospitals NHS Foundation Trust,Other,Collaborator
5425,my mhealth Ltd,Industry,Lead
5425,Bradford Teaching Hospitals NHS Foundation Trust,Other,Collaborator
5426,Universidad Peruana Cayetano Heredia,Other,Lead
5427,University of Manitoba,Other,Lead
5427,Research Manitoba,Other,Collaborator
5427,Centre for Addiction and Mental Health,Other,Collaborator
5427,University of Oregon,Other,Collaborator
5428,University of Surrey,Other,Lead
5429,University of Alcala,Other,Lead
5430,Origin Sciences,Industry,Lead
5431,School of Health Sciences Geneva,Other,Lead
5432,Fundacion CITA-alzheimer,Other,Lead
5432,Asociacion Instituto Biodonostia,Other,Collaborator
5432,Basque Country University,Other,Collaborator
5432,Achucarro Basque Center For Neuroscience,Other,Collaborator
5432,NAVARRABIOMED,Other,Collaborator
5432,Basque Culinary Center Fundazioa,Other,Collaborator
5432,Karolinska Institutet,Other,Collaborator
5433,Vrije Universiteit Brussel,Other,Lead
5433,Universitair Ziekenhuis Brussel,Other,Collaborator
5433,AZ Sint Maria Halle,Other,Collaborator
5433,Odisee University college for applied sciences,Other,Collaborator
5433,Erasmushogeschool Brussels,Other,Collaborator
5434,University of Chile,Other,Lead
5434,"Fondo Nacional de Desarrollo Científico y Tecnológico, FONDECYT (Chile).",Other,Collaborator
5435,Oklahoma State University,Other,Lead
5436,"University of North Carolina, Chapel Hill",Other,Lead
5437,York University,Other,Lead
5437,Ryerson University,Other,Collaborator
5438,Xim Limited,Industry,Lead
5439,Ningbo No. 1 Hospital,Other,Lead
5440,Hebrew SeniorLife,Other,Lead
5441,Baylor Research Institute,Other,Lead
5442,University of Pittsburgh,Other,Lead
5442,Patient-Centered Outcomes Research Institute,Other,Collaborator
5443,Ruhr University of Bochum,Other,Lead
5444,Sanford Health,Other,Lead
5444,The Leona M. and Harry B. Helmsley Charitable Trust,Other,Collaborator
5444,Pacific Northwest Research Institute,Other,Collaborator
5444,University of Exeter,Other,Collaborator
5445,University of Calgary,Other,Lead
5445,University of Alberta,Other,Collaborator
5445,Dalhousie University,Other,Collaborator
5445,Alberta Health Services,Other,Collaborator
5445,"University Health Network, Toronto",Other,Collaborator
5445,Memorial University of Newfoundland,Other,Collaborator
5445,University of British Columbia,Other,Collaborator
5445,University of Prince Edward Island,Other,Collaborator
5446,Duke University,Other,Lead
5447,Heartfelt Technologies,Industry,Lead
5447,Blackpool Teaching Hospitals NHS Foundation Trust,Other,Collaborator
5448,University of Florence,Other,Lead
5449,University of Southampton,Other,Lead
5450,Lia Bally,Other,Lead
5450,"University Hospital Inselspital, Berne",Other,Collaborator
5451,University of Calgary,Other,Lead
5451,Alberta Cancer Foundation,Other,Collaborator
5451,University of Alberta,Other,Collaborator
5451,Tom Baker Cancer Centre,Other,Collaborator
5451,Cross Cancer Institute,Other,Collaborator
5452,The Miriam Hospital,Other,Lead
5452,Brown University,Other,Collaborator
5452,"University of North Carolina, Chapel Hill",Other,Collaborator
5452,Tufts University,Other,Collaborator
5452,Brandeis University,Other,Collaborator
5453,"University Hospital, Montpellier",Other,Lead
5454,Augusta University,Other,Lead
5455,University of Florida,Other,Lead
5455,National Institute on Aging (NIA),NIH,Collaborator
5456,Swinburne University of Technology,Other,Lead
5456,Brigham Young University,Other,Collaborator
5456,University of Sydney,Other,Collaborator
5456,University of Manchester,Other,Collaborator
5457,Helwan University,Other,Lead
5457,University of Nebraska,Other,Collaborator
5458,Case Comprehensive Cancer Center,Other,Lead
5459,Beyond Air Inc.,Industry,Lead
5460,NHS Greater Clyde and Glasgow,Other,Lead
5460,Thales Group,Other,Collaborator
5461,Baylor College of Medicine,Other,Lead
5461,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Collaborator
5461,Children's National Research Institute,Other,Collaborator
5462,University of British Columbia,Other,Lead
5462,"Queensland Children's Hospital, South Brisbane",Other,Collaborator
5463,University of Salamanca,Other,Lead
5464,"University of California, San Francisco",Other,Lead
5465,"NeuroActiva, Inc.",Industry,Lead
5466,Istanbul University-Cerrahpasa,Other,Lead
5466,Saglik Bilimleri Universitesi,Other,Collaborator
5467,WestEd,Other,Lead
5467,Urban Strategies,U.S. Fed,Collaborator
5467,Department of Health and Human Services,Other,Collaborator
5468,NYU Langone Health,Other,Lead
5469,Boston Medical Center,Other,Lead
5470,"University of California, Berkeley",Other,Lead
5470,"University of California, San Francisco",Other,Collaborator
5471,Assiut University,Other,Lead
5472,"University of Mississippi, Oxford",Other,Lead
5473,Kocak Farma,Industry,Lead
5473,Novagenix Bioanalytical Drug R&D Center,Other,Collaborator
5473,Farmagen Ar-Ge Biyot. Ltd. Sti,Other,Collaborator
5474,Heartfelt Technologies,Industry,Lead
5474,Blackpool Teaching Hospitals NHS Foundation Trust,Other,Collaborator
5475,University of Adelaide,Other,Lead
5475,University of Southampton,Other,Collaborator
5475,Central Adelaide Local Health Network Incorporated,Other,Collaborator
5476,Boston University,Other,Lead
5477,University of Ottawa,Other,Lead
5478,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH,Lead
5478,National Institutes of Health Clinical Center (CC),Other,Collaborator
5479,University of Surrey,Other,Lead
5479,European Union,Other,Collaborator
5480,Arizona State University,Other,Lead
5481,General Practitioners Research Institute,Other,Lead
5481,Boehringer Ingelheim,Industry,Collaborator
5482,University of Manitoba,Other,Lead
5483,"University of California, Davis",Other,Lead
5484,Maastricht University Medical Center,Other,Lead
5484,Maastricht University,Industry,Collaborator
5484,Medisch Spectrum Twente,Other,Collaborator
5484,Dutch Arthritis Association,Other,Collaborator
5485,"University of California, San Francisco",Other,Lead
5485,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Collaborator
5486,Sakarya University,Other,Lead
5487,Inova Health Care Services,Other,Lead
5487,National Institutes of Health (NIH),NIH,Collaborator
5487,Duke University,Other,Collaborator
5487,George Mason University,Other,Collaborator
5487,"University of Maryland, Baltimore",Other,Collaborator
5487,"National Heart, Lung, and Blood Institute (NHLBI)",Other,Collaborator
5488,Hospital San Juan de Dios del Aljarafe de Sevilla,Other,Lead
5488,University of Seville,Other,Collaborator
5488,Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,Other,Collaborator
5489,Haukeland University Hospital,Other,Lead
5489,University of Bergen,Other,Collaborator
5489,Drammen sykehus,Other,Collaborator
5489,University of Copenhagen,Other,Collaborator
5489,"Rigshospitalet, Denmark",Other,Collaborator
5489,UMC Utrecht,Other,Collaborator
5489,University of Southampton,Other,Collaborator
5489,Quadram Institute Bioscience,Other,Collaborator
5490,Vanderbilt University Medical Center,Other,Lead
5490,Veloxis Pharmaceuticals,Industry,Collaborator
5491,University of Coimbra,Other,Lead
5492,University of Pennsylvania,Other,Lead
5493,"Forman Christian College, Pakistan",Other,Lead
5493,doctHERs,Industry,Collaborator
5493,Saglik Bilimleri Universitesi,Other,Collaborator
5494,Hospital Universitari Vall d'Hebron Research Institute,Other,Lead
5494,University of South Australia,Other,Collaborator
5495,Linkoeping University,Other,Lead
5496,Wroclaw Medical University,Other,Lead
5496,Wrocław University of Science and Technology,Other,Collaborator
5497,Lund University,Other,Lead
5497,AB Svenska Spel,Other,Collaborator
5498,Pharma Plant,Industry,Lead
5498,Novagenix Bioanalytical Drug R&D Center,Other,Collaborator
5499,Atabay Kimya Sanayi Ticaret A.S.,Industry,Lead
5499,Novagenix Bioanalytical Drug R&D Center,Other,Collaborator
5499,Farmagen Ar-Ge Biyot. Ltd. Sti,Other,Collaborator
5500,Novelfarma Ilaç San. ve Tic. Ltd. Sti.,Industry,Lead
5500,Novagenix Bioanalytical Drug R&D Center,Other,Collaborator
5500,Farmagen Ar-Ge Biyot. Ltd. Sti,Other,Collaborator
5501,Saint Luke's Health System,Other,Lead
5501,Massachusetts General Hospital,Other,Collaborator
5502,"Pear Therapeutics, Inc.",Industry,Lead
5502,Addiction Research and Education Foundation (AREF),Other,Collaborator
5502,"Research Foundation for Mental Hygiene, Inc.",NIH,Collaborator
5502,National Institute on Drug Abuse (NIDA),Other,Collaborator
5503,Helsinki University Central Hospital,Other,Lead
5503,University of Helsinki,Other,Collaborator
5503,Finnish Institute for Health and Welfare,Other,Collaborator
5503,Finnish Institute of Occupational Health,Other,Collaborator
5504,University of Minnesota,Other,Lead
5505,"University Hospital, Angers",Other,Lead
5506,Universitätsklinikum Hamburg-Eppendorf,Other,Lead
5506,German Federal Ministry of Education and Research,Other,Collaborator
5506,University Hospital Heidelberg,Other,Collaborator
5507,HealthCore-NERI,Other,Lead
5507,"Orange Square Design, Inc.",NIH,Collaborator
5507,National Institute on Minority Health and Health Disparities (NIMHD),Other,Collaborator
5508,Case Comprehensive Cancer Center,Other,Lead
5509,Amplyx Pharmaceuticals,Industry,Lead
5510,Janssen Vaccines & Prevention B.V.,Industry,Lead
5511,University of Manchester,Other,Lead
5512,HealthMode Inc.,Industry,Lead
5513,University of Pennsylvania,Other,Lead
5514,Arizona State University,Other,Lead
5515,"Universidad de los Andes, Chile",Other,Lead
5515,"Ministerio de Educación, Chile",Other,Collaborator
5516,Hospital Italiano de Buenos Aires,Other,Lead
5517,Respinor AS,Industry,Lead
