study_id,agency,agency_class,lead_or_collaborator
3149,"Rigshospitalet, Denmark",Other,Collaborator
3149,"Copenhagen Trial Unit, Center for Clinical Intervention Research",Other,Collaborator
3150,"University Hospital, Montpellier",Other,Lead
3151,Hoffmann-La Roche,Industry,Lead
3152,Rabin Medical Center,Other,Lead
3153,Hospital General San Juan del Rio,Other,Lead
3153,Instituto Nacional de Cancerologia de Mexico,Other,Collaborator
3154,BioNTech SE,Industry,Lead
3154,Pfizer,Other,Collaborator
3155,Chita State Regional Clinical Hospital Number 1,Other,Lead
3156,Samah Lutfy,Other,Lead
3156,Zagazig University,Other,Collaborator
3157,Instituto Nacional de Enfermedades Respiratorias,Other,Lead
3158,Population Health Research Institute,Other,Lead
3158,Bayer,Industry,Collaborator
3159,"Penang Hospital, Malaysia",Other,Lead
3159,Enche' Besar Hajjah Khalsom Hospital,Other,Collaborator
3159,Jasin Hospital,Other,Collaborator
3159,Kepala Batas Hospital,Other,Collaborator
3159,Melaka Hospital,Other,Collaborator
3159,Permai Hospital,Other,Collaborator
3159,Queen Elizabeth Hospital,Other,Collaborator
3159,Raja Perempuan Zainab II Hospital,Other,Collaborator
3159,Raja Permaisuri Bainun Hospital,Other,Collaborator
3159,Sultanah Aminah Hospital,Other,Collaborator
3159,Sultanah Nur Zahirah Hospital,Other,Collaborator
3159,Sungai Buloh Hospital,Other,Collaborator
3159,Tampin Hospital,Other,Collaborator
3159,Tengku Ampuan Afzan Hospital,Other,Collaborator
3159,Tuanku Fauziah Hospital,Other,Collaborator
3159,Tuanku Jaafar Hospital,Other,Collaborator
3159,Tumpat Hospital,Other,Collaborator
3159,Institute for Clinical Research,Other,Collaborator
3160,NYU Langone Health,Other,Lead
3161,Medical University Innsbruck,Other,Lead
3161,Universitaet Innsbruck,Other,Collaborator
3162,Blade Therapeutics,Industry,Lead
3162,Clinipace Worldwide,Other,Collaborator
3163,Albert Einstein College of Medicine,Other,Lead
3164,Instituto Mexicano del Seguro Social,Other,Lead
3165,Ohio State University Comprehensive Cancer Center,Other,Lead
3166,Tanta University,Other,Lead
3167,Northwestern University,Other,Lead
3168,Groupe Hospitalier Paris Saint Joseph,Other,Lead
3168,Versailles Hospital,Other,Collaborator
3168,Centre Hospitalier Victor Dupouy,Other,Collaborator
3169,"Federal State Budgetary Institution, Pulmonology Scientific Research Institute",Other,Lead
3169,"Medsi Clinic #1, Moscow",Other,Collaborator
3169,Moscow State University of Medicine and Dentistry,Other,Collaborator
3170,Beth Israel Deaconess Medical Center,Other,Lead
3170,Boston Children's Hospital,Industry,Collaborator
3170,Bristol-Myers Squibb,Other,Collaborator
3170,Brigham and Women's Hospital,Other,Collaborator
3171,Brazilian Clinical Research Institute,Other,Lead
3171,Hospital Israelita Albert Einstein,Other,Collaborator
3171,Hospital do Coracao,Other,Collaborator
3171,Hospital Sirio-Libanes,Other,Collaborator
3171,Hospital Moinhos de Vento,Other,Collaborator
3171,Hospital Alemão Oswaldo Cruz,Other,Collaborator
3171,Beneficência Portuguesa de São Paulo,Other,Collaborator
3171,Brazilian Research In Intensive Care Network,Other,Collaborator
3172,Auxilio Mutuo Cancer Center,Other,Lead
3173,"Leading BioSciences, Inc",Industry,Lead
3174,"Hospital San Carlos, Madrid",Other,Lead
3175,"St. Francis Hospital, New York",Other,Lead
3176,Stanford University,Other,Lead
3177,"University Hospital, Brest",Other,Lead
3178,CHU de Reims,Other,Lead
3179,Vladimír Džavík,Other,Lead
3179,Unity Health Toronto,Other,Collaborator
3179,Canadian Institutes of Health Research (CIHR),Other,Collaborator
3179,University of Toronto,Other,Collaborator
3179,"University Health Network, Toronto",Other,Collaborator
3180,Andalusian Network for Design and Translation of Advanced Therapies,Other,Lead
3181,Assistance Publique - Hôpitaux de Paris,Other,Lead
3181,"Institut National de la Santé Et de la Recherche Médicale, France",Industry,Collaborator
3181,GE Healthcare,Other,Collaborator
3181,Orange healthcare,Other,Collaborator
3181,TheraPanacea,Other,Collaborator
3182,"University Hospital Inselspital, Berne",Other,Lead
3182,Roche Pharma AG,Industry,Collaborator
3183,ClinAmygate,Other,Lead
3184,NHS Greater Glasgow and Clyde,Other,Lead
3184,University of Glasgow,Other,Collaborator
3185,D'Or Institute for Research and Education,Other,Lead
3185,Brazilian Clinical Research Institute,Other,Collaborator
3186,"St. Francis Hospital, New York",Other,Lead
3187,LumiraDx UK Limited,Industry,Lead
3188,Lebanese American University Medical Center,Other,Lead
3189,King Faisal Specialist Hospital & Research Center,Other,Lead
3190,University Hospital Goettingen,Other,Lead
3190,Universitätsklinikum Hamburg-Eppendorf,Other,Collaborator
3190,"University Hospital, Aachen",Other,Collaborator
3190,Transplantationszentrum Köln-Merheim,Other,Collaborator
3191,Sciensano,Other,Lead
3191,KU Leuven,Other,Collaborator
3191,McGill University,Other,Collaborator
3192,"Janssen Pharmaceutica N.V., Belgium",Industry,Lead
3193,Jena University Hospital,Other,Lead
3194,Royal Marsden NHS Foundation Trust,Other,Lead
3194,"St George's, University of London",Industry,Collaborator
3194,Mologic Ltd,Other,Collaborator
3194,The Royal Marsden Cancer Charity,Other,Collaborator
3194,National Institute for Health Research Biomedical Research Centre,Other,Collaborator
3195,"Central Hospital, Nancy, France",Other,Lead
3195,"University Hospital, Limoges",Industry,Collaborator
3195,Inotrem,Other,Collaborator
3196,Sheba Medical Center,Other,Lead
3197,Oslo University Hospital,Other,Lead
3197,St. Olavs Hospital,Other,Collaborator
3197,Sykehuset Telemark,Other,Collaborator
3197,Sykehuset Ostfold,Other,Collaborator
3197,"University Hospital, Akershus",Other,Collaborator
3197,Sorlandet Hospital HF,Other,Collaborator
3197,Helse Fonna HF,Other,Collaborator
3198,"Thomas Ortel, M.D., Ph.D.",Other,Lead
3198,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,Collaborator
3198,Duke University,Other,Collaborator
3199,Hospital Italiano de Buenos Aires,Other,Lead
3200,Azienda Ospedaliera Universitaria Integrata Verona,Other,Lead
3200,University of Milan,Other,Collaborator
3201,Yale University,Other,Lead
3201,Pfizer,Industry,Collaborator
3202,Guy's and St Thomas' NHS Foundation Trust,Other,Lead
3203,Tokat Gaziosmanpasa University,Other,Lead
3204,Scandinavian Critical Care Trials Group,Other,Lead
3204,"Copenhagen Trial Unit, Center for Clinical Intervention Research",Other,Collaborator
3204,Centre for Research in Intensive Care (CRIC),Other,Collaborator
3204,Aarhus University Hospital,Other,Collaborator
3204,Aalborg University Hospital,Other,Collaborator
3204,"Rigshospitalet, Denmark",Other,Collaborator
3204,"The George Institute for Global Health, Australia",Other,Collaborator
3205,David Grant U.S. Air Force Medical Center,U.S. Fed,Lead
3206,The University of Hong Kong,Other,Lead
3207,Zagazig University,Other,Lead
3208,China Academy of Chinese Medical Sciences,Other,Lead
3209,Eli Lilly and Company,Industry,Lead
3210,"Central Hospital, Nancy, France",Other,Lead
3211,"ModernaTX, Inc.",Industry,Lead
3211,Biomedical Advanced Research and Development Authority,U.S. Fed,Collaborator
3211,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Collaborator
3212,"Regenexx, LLC",Industry,Lead
3213,University Hospital Center of Martinique,Other,Lead
3214,Xijing Hospital,Other,Lead
3215,"University Hospital, Lille",Other,Lead
3216,ClinAmygate,Other,Lead
3217,Zhenhua Zen,Other,Lead
3217,Nanfang Hospital of Southern Medical University,Other,Collaborator
3218,The Royal Wolverhampton Hospitals NHS Trust,Other,Lead
3219,Ostfold Hospital Trust,Other,Lead
3220,Hasselt University,Other,Lead
3220,Ziekenhuis Oost-Limburg,Other,Collaborator
3221,"Altimmune, Inc.",Industry,Lead
3222,Liaquat University of Medical & Health Sciences,Other,Lead
3222,Universidad de Murcia,Other,Collaborator
3223,Medical University of Graz,Other,Lead
3224,Universitätsklinikum Hamburg-Eppendorf,Other,Lead
3225,Universität des Saarlandes,Other,Lead
3226,"University Hospital, Ghent",Other,Lead
3226,UCB Pharma,Industry,Collaborator
3227,Laurent Pharmaceuticals Inc.,Industry,Lead
3228,"Cytovale, Inc.",Industry,Lead
3228,Biomedical Advanced Research and Development Authority,U.S. Fed,Collaborator
3229,University of Melbourne,Other,Lead
3229,The Peter Doherty Institute for Infection and Immunity,Other,Collaborator
3229,Australasian Society for Infectious Diseases,Other,Collaborator
3229,Middlemore Clinical Trials,Other,Collaborator
3229,The George Institute,Other,Collaborator
3229,Hunter Medical Research Institute,Other,Collaborator
3229,The University of Queensland,Other,Collaborator
3230,Boehringer Ingelheim,Industry,Lead
3231,Kinevant Sciences GmbH,Industry,Lead
3231,"Roivant Sciences, Inc.",Other,Collaborator
3232,University of Nebraska,Other,Lead
3233,Boston University,Other,Lead
3234,Hôpital Cochin,Other,Lead
3234,"Institut National de la Santé Et de la Recherche Médicale, France",Other,Collaborator
3235,"ModernaTX, Inc.",Industry,Lead
3235,Biomedical Advanced Research and Development Authority,U.S. Fed,Collaborator
3236,University Hospital Plymouth NHS Trust,Other,Lead
3237,Tongji Hospital,Other,Lead
3238,Assistance Publique - Hôpitaux de Paris,Other,Lead
3239,Jacobs University Bremen gGmbH,Other,Lead
3239,Dr. Becker Klinikgruppe,Other,Collaborator
3239,Dr. Becker Burg-Klinik (Burg),Other,Collaborator
3239,Dr. Becker Klinik Norddeich (NOR),Other,Collaborator
3239,Dr. Becker Klinik Juliana (JUL),Other,Collaborator
3239,Dr. Becker Klinik Möhnesee,Other,Collaborator
3239,Paracelsus Klinik Bremen,Other,Collaborator
3240,"Orpheris, Inc.",Industry,Lead
3241,"Ministry of Health, Kuwait",Other,Lead
3242,Centre Antoine Lacassagne,Other,Lead
3243,Federal University of Rio Grande do Sul,Other,Lead
3243,Hospital de Clinicas de Porto Alegre,Other,Collaborator
3243,Conselho Nacional de Desenvolvimento Científico e Tecnológico,Other,Collaborator
3243,Hospital Moinhos de Vento,Other,Collaborator
3243,Federal University of Health Science of Porto Alegre,Other,Collaborator
3243,Universidade de Passo Fundo,Other,Collaborator
3243,Hospital Nossa Senhora da Conceicao,Other,Collaborator
3244,Corporacion Parc Tauli,Other,Lead
3244,Institut de Ciències Fotòniques (ICFO),Other,Collaborator
3244,Centre de Recerca Matemàtica,Other,Collaborator
3244,Institute of Physics University of Campinas,Other,Collaborator
3245,Wissenschaftliches Institut Bethanien e.V,Other,Lead
3246,Frank C Sciurba,Other,Lead
3246,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,Collaborator
3246,University of Pittsburgh,Other,Collaborator
3247,International Vaccine Institute,Other,Lead
3247,Coalition for Epidemic Preparedness Innovations,Industry,Collaborator
3247,Inovio Pharmaceuticals,Other,Collaborator
3248,The Canadian College of Naturopathic Medicine,Other,Lead
3248,Ottawa Hospital Research Institute,Other,Collaborator
3249,Bill & Melinda Gates Medical Research Institute,Other,Lead
3250,Cambridge University Hospitals NHS Foundation Trust,Other,Lead
3250,University of Cambridge,Other,Collaborator
3251,Robert Schilz,Other,Lead
3251,Case Western Reserve University,Other,Collaborator
3251,University Hospitals Cleveland Medical Center,Other,Collaborator
3252,"University Hospital, Antwerp",Other,Lead
3252,Medtronic,Industry,Collaborator
3253,The University of Hong Kong,Other,Lead
3253,"Hospital Authority, Hong Kong",Other,Collaborator
3254,University of Kinshasa,Other,Lead
3254,University Ghent,Other,Collaborator
3254,Université de Montréal,Other,Collaborator
3255,Region Skane,Other,Lead
3256,Eurnekian Public Hospital,Other,Lead
3257,Hospital General Universitario de Valencia,Other,Lead
3257,University of Valencia,Other,Collaborator
3258,Assiut University,Other,Lead
3259,The University of The West Indies,Other,Lead
3260,Universitätsklinikum Hamburg-Eppendorf,Other,Lead
3261,"University of California, San Francisco",Other,Lead
3261,"Rowpar Pharmaceuticals, Inc.",Industry,Collaborator
3262,"Rigshospitalet, Denmark",Other,Lead
3263,Fatih Sultan Mehmet Training and Research Hospital,Other,Lead
3264,Pregistry,Industry,Lead
3264,Harvard School of Public Health,Other,Collaborator
3265,University Hospital Birmingham NHS Foundation Trust,Other,Lead
3266,Brigham and Women's Hospital,Other,Lead
3266,Icahn School of Medicine at Mount Sinai,Other,Collaborator
3266,Montefiore Medical Center,Other,Collaborator
3266,Baylor College of Medicine,Other,Collaborator
3266,Baylor Health Care System,Other,Collaborator
3266,Beth Israel Deaconess Medical Center,Other,Collaborator
3266,"University of Colorado, Denver",Other,Collaborator
3266,Cook County Hospital,Other,Collaborator
3266,The Cooper Health System,Other,Collaborator
3266,Duke University,Other,Collaborator
3266,Georgetown University,Other,Collaborator
3266,Hackensack mountainside hospital,Other,Collaborator
3266,Hackensack Meridian Health,Other,Collaborator
3266,Indiana University Health Methodist Hospital,Other,Collaborator
3266,Johns Hopkins University,Other,Collaborator
3266,Loma Linda University,Other,Collaborator
3266,Mayo Clinic,Other,Collaborator
3266,Medical College of Wisconsin,Other,Collaborator
3266,Northwestern,Other,Collaborator
3266,Weill Medical College of Cornell University,Other,Collaborator
3266,NYU Langone Health,Other,Collaborator
3266,Ochsner Health System,Other,Collaborator
3266,Oregon Health and Science University,Other,Collaborator
3266,Renown Health,Other,Collaborator
3266,Rush University Medical Center,Other,Collaborator
3266,New Jersey Medical School,Other,Collaborator
3266,"Advanced Endoscopy Research, Robert Wood Johnson Medical School Rutgers University",Other,Collaborator
3266,Stanford University,Other,Collaborator
3266,Temple University,Other,Collaborator
3266,Tufts Medical Center,Other,Collaborator
3266,Tulane University,Other,Collaborator
3266,"University of California, Davis",Other,Collaborator
3266,"University of California, Los Angeles",Other,Collaborator
3266,"University of California, San Diego",Other,Collaborator
3266,"University of California, San Francisco",Other,Collaborator
3266,"University of North Carolina, Chapel Hill",Other,Collaborator
3266,University Hospitals Cleveland Medical Center,Other,Collaborator
3266,University Medical Center of Southern Nevada,Other,Collaborator
3266,University of Alabama at Birmingham,Other,Collaborator
3266,University of Chicago,Other,Collaborator
3266,University of Florida,Other,Collaborator
3266,University of Illinois at Chicago,Other,Collaborator
3266,University of Kentucky,Other,Collaborator
3266,University of Miami,Other,Collaborator
3266,University of Michigan,Other,Collaborator
3266,University of Oklahoma,Other,Collaborator
3266,University of Pennsylvania,Other,Collaborator
3266,University of Pittsburgh Medical Center,Other,Collaborator
3266,University of Tennessee Health Science Center,Other,Collaborator
3266,University of Washington,Other,Collaborator
3266,"University of Texas, Southwestern Medical Center at Dallas",Other,Collaborator
3266,Yale University,Other,Collaborator
3267,Medable Inc.,Other,Lead
3267,Datavant,Industry,Collaborator
3267,American Heart Association,Other,Collaborator
3267,BioIntelliSense,Other,Collaborator
3267,PWNHealth,Other,Collaborator
3268,Hospital Universitario Ramon y Cajal,Other,Lead
3269,Grifols Therapeutics LLC,Industry,Lead
3270,Sheba Medical Center,Other,Lead
3271,Centre Hospitalier Intercommunal Creteil,Other,Lead
3271,Association Clinique Thérapeutique Infantile du val de Marne,Other,Collaborator
3271,GPIP,Other,Collaborator
3271,AFPA,Other,Collaborator
3271,GFRUP,Other,Collaborator
3272,Charles Drew University of Medicine and Science,Other,Lead
3273,Federation Francophone de Cancerologie Digestive,Other,Lead
3273,ARCAGY/ GINECO GROUP,Other,Collaborator
3273,GERCOR - Multidisciplinary Oncology Cooperative Group,Other,Collaborator
3273,GORTEC,Other,Collaborator
3273,IFCT,Other,Collaborator
3273,Association de Neuro-Oncologues d'Expression Francaise,Other,Collaborator
3274,Hospital Clinic of Barcelona,Other,Lead
3275,Verona Pharma Inc,Industry,Lead
3275,Verona Pharma plc,Other,Collaborator
3276,Hospital do Coracao,Other,Lead
3276,"Ionis Pharmaceuticals, Inc.",Industry,Collaborator
3276,Hospital Moinhos de Vento,Other,Collaborator
3277,National Institute of Mental Health (NIMH),NIH,Lead
3277,National Institutes of Health Clinical Center (CC),Other,Collaborator
3278,Postgraduate Institute of Medical Education and Research,Other,Lead
3279,G. d'Annunzio University,Other,Lead
3280,Terra Biological LLC,Industry,Lead
3281,General and Teaching Hospital Celje,Other,Lead
3282,Poudre Valley Health System,Other,Lead
3283,Science Valley Research Institute,Other,Lead
3283,Bayer,Industry,Collaborator
3284,Vanderbilt University Medical Center,Other,Lead
3285,University of Kentucky,Other,Lead
3286,I.M. Sechenov First Moscow State Medical University,Other,Lead
3287,IRCCS Policlinico S. Matteo,Other,Lead
3288,Nature Cell Co. Ltd.,Industry,Lead
3289,University of New Mexico,Other,Lead
3289,Albuquerque area indian health board (AAIHB),Other,Collaborator
3290,Groupe Hospitalier du Havre,Other,Lead
3291,Dr. Servet Akar,Other,Lead
3291,Dokuz Eylul University,Other,Collaborator
3291,Hacettepe University,Other,Collaborator
3291,Izmir Katip Celebi University,Other,Collaborator
3292,Ottawa Heart Institute Research Corporation,Other,Lead
3293,Icahn School of Medicine at Mount Sinai,Other,Lead
3294,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",Other,Lead
3294,"Anwar Khan Mordern Medical College and Hospital, Dhaka",Other,Collaborator
3294,"Mugda Medical College and Hospital, Dhaka",Other,Collaborator
3295,Boston Medical Center,Other,Lead
3296,University of Oxford,Other,Lead
3296,Intensive Care National Audit & Research Centre,Other,Collaborator
3297,Elaraby Hospital,Other,Lead
3297,Shebin El-Kom Teaching Hospital,Other,Collaborator
3298,University of Jena,Other,Lead
3299,Nottingham University Hospitals NHS Trust,Other,Lead
3299,East Midlands Academic Health Sciences Network,Other,Collaborator
3300,Azienda Ospedaliera Universitaria Policlinico Paolo Giaccone Palermo,Other,Lead
3301,Hamad Medical Corporation,Industry,Lead
3302,Eli Lilly and Company,Industry,Lead
3303,University of Extremadura,Other,Lead
3304,"University Hospital, Lille",Other,Lead
3305,University Hospital Padova,Other,Lead
3306,University of Louisville,Other,Lead
3307,"HaEmek Medical Center, Israel",Other,Lead
3307,T MAY BIOPHARMA LTD.,Other,Collaborator
3308,Maastricht University Medical Center,Other,Lead
3308,European chapter of the Extracorporeal Life Support Organization,Other,Collaborator
3308,Erasmus Medical Center,Other,Collaborator
3308,Leiden University Medical Center,Other,Collaborator
3308,UMC Utrecht,Other,Collaborator
3308,IRCCS Azienda Ospedaliero-Universitaria di Bologna,Other,Collaborator
3308,Papa Giovanni XXIII Hospital,Other,Collaborator
3308,Niguarda Hospital,Other,Collaborator
3308,Ospedale San Donato,Other,Collaborator
3308,Ospedale S. Giovanni Bosco,Other,Collaborator
3308,IRCCS Policlinico S. Matteo,Other,Collaborator
3308,The Mediterranean Institute for Transplantation and Advanced Specialized Therapies,Other,Collaborator
3308,Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia,Other,Collaborator
3308,"Ospedale dell'Angelo, Venezia-Mestre",Other,Collaborator
3308,"University Hospital, Udine, Italy",Other,Collaborator
3308,San Gerardo Hospital,Other,Collaborator
3308,Ospedali Riuniti Ancona,Other,Collaborator
3308,"San Camillo Hospital, Rome",Other,Collaborator
3308,San Giorgio Clinic,Other,Collaborator
3308,GVM Care & Research,Other,Collaborator
3308,"San Raffaele University Hospital, Italy",Other,Collaborator
3308,Ospedale San Bortolo di Vicenza,Other,Collaborator
3308,"Klinik Hirslanden, Zurich",Other,Collaborator
3308,University of Zurich,Other,Collaborator
3308,Cardiocentro Ticino,Other,Collaborator
3308,Vilnius University Hospital Santaros Klinikos,Other,Collaborator
3308,Universitätsklinikum Düsseldorf,Other,Collaborator
3308,Klinikum Nürnberg,Other,Collaborator
3308,Hannover Medical School,Other,Collaborator
3308,Heart Center Leipzig - University Hospital,Other,Collaborator
3308,University Hospital Regensburg,Other,Collaborator
3308,"University Hospital, Essen",Other,Collaborator
3308,German Heart Center,Other,Collaborator
3308,"University Hospital, Aachen",Other,Collaborator
3308,University Heart Center Freiburg - Bad Krozingen,Other,Collaborator
3308,Klinikum Kassel,Other,Collaborator
3308,"General University Hospital, Prague",Other,Collaborator
3308,Universitaire Ziekenhuizen Leuven,Other,Collaborator
3308,Onze Lieve Vrouwziekenhuis Aalst,Other,Collaborator
3308,Erasme University Hospital,Other,Collaborator
3308,"University Hospital, Antwerp",Other,Collaborator
3308,Hôpital Civil Marie Curie de Charleroi,Other,Collaborator
3308,"University Hospital, Ghent",Other,Collaborator
3308,Centre Hospitalier Universitaire Saint Pierre,Other,Collaborator
3308,Hospital Vall d'Hebron,Other,Collaborator
3308,Hospital Universitario Ramon y Cajal,Other,Collaborator
3308,Hospital Miguel Servet,Other,Collaborator
3308,Henri Mondor University Hospital,Other,Collaborator
3308,Hospices Civils de Lyon,Other,Collaborator
3308,Pitié-Salpêtrière Hospital,Other,Collaborator
3308,Rennes University Hospital,Other,Collaborator
3308,Guy's and St Thomas' NHS Foundation Trust,Other,Collaborator
3308,Karolinska University Hospital,Other,Collaborator
3308,Hospital Sao Joao,Other,Collaborator
3308,Medical University of Warsaw,Other,Collaborator
3308,Universitätskliniken Innsbruck,Other,Collaborator
3308,Medical University of Vienna,Other,Collaborator
3308,"University Hospital, Alexandroupolis",Other,Collaborator
3308,Novosibirsk City Hospital #2,Other,Collaborator
3308,"City Clinical Hospital No. 67, Moscow, Russia",Other,Collaborator
3308,"City Hospital No 40, Saint Petersburg, Russia",Other,Collaborator
3308,Krasnodar Regional Hospital no 1,Other,Collaborator
3308,Kemerovo Regional Clinical Cardiological Center named after academician L.S. Barbarash,Other,Collaborator
3308,"City Hospital No 41, Ekaterinburg, Russia",Other,Collaborator
3308,"G. Pasquinucci Heart Hospital, Massa",Other,Collaborator
3308,"Charles University, Czech Republic",Other,Collaborator
3308,"University Hospital, Bordeaux",Other,Collaborator
3308,Bambino Gesù Hospital and Research Institute,Other,Collaborator
3308,Policlinico Hospital Milan,Other,Collaborator
3308,Gaslini Children's Hospital,Other,Collaborator
3308,"Children's Medical Hospital, University of Essen, Essen, Germany",Other,Collaborator
3308,"University Hospital, Geneva",Other,Collaborator
3308,Newcastle-upon-Tyne Hospitals NHS Trust,Other,Collaborator
3308,Paediatric Intensive Care Glasgow,Other,Collaborator
3308,Paris South University Hospitals,Other,Collaborator
3308,University of Groningen,Other,Collaborator
3308,Great Ormond Street Hospital for Children NHS Foundation Trust,Other,Collaborator
3308,Hospital Sant Joan de Deu,Other,Collaborator
3308,Heim Pal Children's Hospital,Other,Collaborator
3308,"University Hospital, Montpellier",Other,Collaborator
3308,Royal Brompton & Harefield NHS Foundation Trust,Other,Collaborator
3308,Lund University Hospital,Other,Collaborator
3308,Landesklinikum Sankt Polten,Other,Collaborator
3308,Chelyabinsk Regional Clinical Hospital,Other,Collaborator
3308,ECMO Centers Israel,Other,Collaborator
3308,Copenhagen University Hospital at Herlev,Other,Collaborator
3308,Ospedale Maurizio Bufalini,Other,Collaborator
3308,A.O.U. Città della Salute e della Scienza - Molinette Hospital,Other,Collaborator
3308,Mauriziano Umberto I Hospital,Other,Collaborator
3308,University of Bern,Other,Collaborator
3308,"University Hospital, Basel, Switzerland",Other,Collaborator
3308,University of Lausanne Hospitals,Other,Collaborator
3308,University Hospital Tuebingen,Other,Collaborator
3308,Universitätsklinikum Köln,Other,Collaborator
3308,Chirec,Other,Collaborator
3308,Universitair Ziekenhuis Brussel,Other,Collaborator
3308,CHU de Liege,Other,Collaborator
3308,La Louvière Hopital,Other,Collaborator
3308,Leicester Royal Infirmary NHS Trust,Other,Collaborator
3309,Enzychem Lifesciences Corporation,Industry,Lead
3310,Institut de Recherches Cliniques de Montreal,Other,Lead
3310,Pharmascience Inc.,Industry,Collaborator
3310,"SCiAN Services, Inc.",Other,Collaborator
3310,Quercis Pharma AG,Other,Collaborator
3311,Royal Centre for Defence Medicine,Other,Lead
3311,Leeds Beckett University,Other,Collaborator
3311,Liverpool John Moores University,Other,Collaborator
3312,"University of California, San Diego",Other,Lead
3313,Ziekenhuis Oost-Limburg,Other,Lead
3314,University of Sao Paulo,Other,Lead
3315,D'Or Institute for Research and Education,Other,Lead
3315,Apis Flora Industrial e Comercial Ltda,Other,Collaborator
3316,BioAegis Therapeutics Inc.,Industry,Lead
3317,BioNTech SE,Industry,Lead
3318,NMC Specialty Hospital,Other,Lead
3319,"University Hospital, Grenoble",Other,Lead
3319,University Grenoble Alps,Other,Collaborator
3320,"University Health Network, Toronto",Other,Lead
3320,National Institute on Deafness and Other Communication Disorders (NIDCD),NIH,Collaborator
3320,McMaster University,Other,Collaborator
3320,University of Florida,Other,Collaborator
3321,Federal Research and Clinical Center of Physical-Chemical Medicine,Other,Lead
3321,Burnasyan Federal Medical Biophysical Center,Other,Collaborator
3321,"Federal Research Clinical Center of Federal Medical & Biological Agency, Russia",Other,Collaborator
3321,Moscow city hospital named after S.I. Spasokukotskiy,Other,Collaborator
3321,"Federal State Public Scientific Institution, Scientific Center for Family Health and Human Reproduction Problems",Other,Collaborator
3321,"Federal State Budgetary Healthcare Institution, Hospital RAS",Other,Collaborator
3322,Ina-Respond,Other,Lead
3322,"Center for Research and Development of Health Resources and Services, National Institute of Health Research and Development (NIHRD), Indonesia",Other,Collaborator
3323,CureVac AG,Industry,Lead
3324,"Heinrich-Heine University, Duesseldorf",Other,Lead
3325,Estudios Clínicos Latino América,Other,Lead
3325,Population Health Research Institute,Other,Collaborator
3326,"University Hospital, Montpellier",Other,Lead
3327,Generon (Shanghai) Corporation Ltd.,Industry,Lead
3328,Steno Diabetes Center Copenhagen,Other,Lead
3329,ReiThera Srl,Industry,Lead
3329,Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,Other,Collaborator
3330,Camillo Ricordi,Other,Lead
3330,University of Miami,Other,Collaborator
3331,University of Alabama at Birmingham,Other,Lead
3331,Mereo BioPharma,Industry,Collaborator
3332,"University Health Network, Toronto",Other,Lead
3332,University of Toronto,Other,Collaborator
3333,"University of Colorado, Denver",Other,Lead
3334,University of Cologne,Other,Lead
3334,ZKS Köln,Industry,Collaborator
3334,Boehringer Ingelheim,Other,Collaborator
3335,"Genexine, Inc.",Industry,Lead
3336,ETICA,Other,Lead
3336,Spring Research Foundation,Other,Collaborator
3337,Modum Bad,Other,Lead
3337,University of Oslo,Other,Collaborator
3338,Fondation Lenval,Other,Lead
3339,"University Hospital, Toulouse",Other,Lead
3340,Hadassah Medical Organization,Other,Lead
3341,Medical University of Vienna,Other,Lead
3342,University Hospitals of Derby and Burton NHS Foundation Trust,Other,Lead
3343,London School of Hygiene and Tropical Medicine,Other,Lead
3344,Asan Medical Center,Other,Lead
3345,"Institut National de la Santé Et de la Recherche Médicale, France",Other,Lead
3346,"University of Turin, Italy",Other,Lead
3346,San Luigi Gonzaga Hospital,Other,Collaborator
3347,Assiut University,Other,Lead
3348,Societa Italiana di Chirurgia ColoRettale,Other,Lead
3348,Gaetano Gallo,Other,Collaborator
3348,Alessandro Sturiale,Other,Collaborator
3348,Veronica De Simone,Other,Collaborator
3348,Gian Luca Di Tanna,Other,Collaborator
3348,Iacopo Giani,Other,Collaborator
3348,Ugo Grossi,Other,Collaborator
3349,Fundacion para la Investigacion Biomedica del Hospital Universitario Ramon y Cajal,Other,Lead
3350,"Charite University, Berlin, Germany",Other,Lead
3351,"Center for Primary Care and Public Health (Unisante), University of Lausanne, Switzerland",Other,Lead
3352,"Blessing Corporate Services, Inc",Other,Lead
3352,"Takeda Pharmaceuticals North America, Inc.",Industry,Collaborator
3353,"University Hospital, Limoges",Other,Lead
3354,Cadila Healthcare Limited,Industry,Lead
3355,Ankara City Hospital Bilkent,Other,Lead
3356,Apogenix AG,Industry,Lead
3357,University of Pittsburgh,Other,Lead
3358,Centre Hospitalier Universitaire de Besancon,Other,Lead
3359,"ARCA Biopharma, Inc.",Industry,Lead
3359,Colorado Prevention Center,Other,Collaborator
3360,"Heinrich-Heine University, Duesseldorf",Other,Lead
3360,Universitätsklinikum Hamburg-Eppendorf,Other,Collaborator
3360,"University Hospital, Frankfurt",Other,Collaborator
3360,"St. Georg Hospital Leipzig, Germany",Other,Collaborator
3360,"Hospital Schwabing Munich, Germany",Other,Collaborator
