study_id,outcome_type,measure,time_frame,description
2533,Not Specified,Patient rate requiring non invasive ventilation by day 2 28,Not specified,Detailed in measure
2533,Not Specified,Patient rate requiring invasive ventilation by day 2 28,Not specified,Detailed in measure
2533,Not Specified,Patient rate requiring extracorporeal membrane oxygenation (emo) by day 2 28,Not specified,Detailed in measure
2533,Not Specified,The total duration of oxygen therapy by the last day of hospitalization,Not specified,Detailed in measure
2533,Not Specified,The total duration of high flow oxygen therapy by the last day of hospitalization,Not specified,Detailed in measure
2533,Not Specified,The total duration of non invasive ventilation by the last day of hospitalization,Not specified,Detailed in measure
2533,Not Specified,The total duration of invasive ventilation of lungs by the last day of hospitalization,Not specified,Detailed in measure
2533,Not Specified,The total duration of emo by the last day of hospitalization,Not specified,Detailed in measure
2533,Not Specified,Patient rate with sp02 > 95% by day 2 28,Not specified,Detailed in measure
2533,Not Specified,Average alteration of sp02 by day 2 28,From baseline,Detailed in measure
2533,Not Specified,Average time to reach spo2 ≥ 95%,Not specified,Detailed in measure
2533,Not Specified,Patient rate with rr < 22 / min by day 2 28,Not specified,Detailed in measure
2533,Not Specified,Average alteration in rr by day 2 28,From baseline,Detailed in measure
2533,Not Specified,Average time to reach rr ≤ 22 / min,Not specified,Detailed in measure
2533,Not Specified,Patient rate with body temperature < 37.5°c by day 2 28,Not specified,Detailed in measure
2533,Not Specified,Average alteration in body temperature by day 2 28,From baseline,Detailed in measure
2533,Not Specified,Average time until the patient reaches a body temperature of ≤37.5°c,Not specified,Detailed in measure
2533,Not Specified,Patient rate with ct 1 according to ct data by day 2 28,Not specified,Detailed in measure
2533,Not Specified,"Average alteration in ct data by 1 point in terms of severity (ct 1, ct 2, ct 3, ct 4) by day 7, 10, 15, 18, 21 and 28 compared to the baseline value",Not specified,Detailed in measure
2533,Not Specified,Average time to reach ct 1 according to ct data,Not specified,Detailed in measure
2533,Not Specified,Patient rate with a score < 2 according to the daytime and nighttime cough scale by day 2 28,Not specified,Detailed in measure
2533,Not Specified,Mean change in daytime and nighttime cough scores by day 2 28,From baseline,Detailed in measure
2533,Not Specified,Average time to reach < 2 points when assessed according to the daytime and nighttime cough scale,Not specified,Detailed in measure
2533,Not Specified,"Patient rate with a score < 1 for each symptom (general fatigue, chest congestion, sore throat, decreased sense of smell and taste, nasal congestion) according to a 4 point scale by day 2 28",Not specified,Detailed in measure
2533,Not Specified,"Average change in score for each symptom (general fatigue, chest congestion, sore throat, decreased sense of smell and taste, nasal congestion) according to a 4 point scale by day 2 28",From baseline,Detailed in measure
2533,Not Specified,"Average time to reach a score of < 1 for each symptom (general fatigue, feeling of congestion in the chest, sore throat, decreased sense of smell and taste, nasal congestion) according to a 4 point scale",Not specified,Detailed in measure
2533,Not Specified,Patient rate with a transition decrease to category 3 or lower according to the who scale by day 2 13 and day 15 28,Not specified,Detailed in measure
2533,Not Specified,Mean who grade change by day 2 28,From baseline,Detailed in measure
2533,Not Specified,Average time to reach the 3rd category or below according to the who scale,Not specified,Detailed in measure
2533,Not Specified,Patient rate with a news score < 2 by day 2 28,Not specified,Detailed in measure
2533,Not Specified,Average change in news score by day 2 28,From baseline,Detailed in measure
2533,Not Specified,Average time to reach a news score ≤ 2,Not specified,Detailed in measure
2534,Not Specified,Coronavirus disease 2019 (covid19) specific psychological distress,Not specified,Detailed in measure
2534,Not Specified,"The extent to which covid 19 experiences are associated with covid 19 specific psychological distress, health, financial and social disruptions, perceived benefits and social support, and health related quality of life (hrqol)",Not specified,Detailed in measure
2534,Not Specified,Resiliency factors,Not specified,Detailed in measure
2534,Not Specified,Group differences in the outcomes assessed in the protocol relative to prior group assignment in the behavioral clinical trials,Not specified,Detailed in measure
2534,Not Specified,Health related quality of life (hrqol),Not specified,Detailed in measure
2534,Not Specified,General quality of life (qol),Not specified,Detailed in measure
2534,Not Specified,Sleep disturbances,Not specified,Detailed in measure
2534,Not Specified,Depression,Not specified,Detailed in measure
2534,Not Specified,Changes in anxiety,Not specified,Detailed in measure
2534,Not Specified,Perceived availability of social support,Not specified,Detailed in measure
2534,Not Specified,Elements of mindfulness,Not specified,Detailed in measure
2534,Not Specified,Non judgmental physical and emotional sensations associated with eating,Not specified,Detailed in measure
2534,Not Specified,The degree to which participants exercise compassion towards themselves under difficult circumstances and how this impacts their emotions,Not specified,Detailed in measure
2534,Not Specified,Physical activity,Not specified,Detailed in measure
2534,Not Specified,"Intrusive thoughts, or the tendency to ruminate on or avoid thoughts about stressors",Not specified,Detailed in measure
2534,Not Specified,Basic fruit/vegetable intake,Not specified,Detailed in measure
2534,Not Specified,Usual intake of percentage energy from fat,Not specified,Detailed in measure
2534,Not Specified,Engagement in the core mind body practices that the patients learned,Not specified,Detailed in measure
2535,Not Specified,Length of hospitalization,Not specified,Detailed in measure
2535,Not Specified,Need mechanical ventilation (non invasive or invasive),Not specified,Detailed in measure
2535,Not Specified,Death,Not specified,Detailed in measure
2535,Not Specified,Length of hospitalization in the intensive care unit,Not specified,Detailed in measure
2535,Not Specified,Duration of mechanical ventilation,Not specified,Detailed in measure
2535,Not Specified,Sofa score,Not specified,Detailed in measure
2535,Not Specified,Heart rate,Not specified,Detailed in measure
2535,Not Specified,Respiratory rate,Not specified,Detailed in measure
2535,Not Specified,Spo2/fio2 and rox ratio,Not specified,Detailed in measure
2535,Not Specified,Crp level,Not specified,Detailed in measure
2535,Not Specified,Ldh level,Not specified,Detailed in measure
2535,Not Specified,D dimere level,Not specified,Detailed in measure
2535,Not Specified,Platelet count,Not specified,Detailed in measure
2536,Not Specified,"Composite outcome of icu admission (yes/no), non invasive positive pressure ventilation (yes/no), invasive mechanical ventilation (yes/no), or all cause death (yes/no) up to",28 days,Detailed in measure
2536,Not Specified,All cause death,Not specified,Detailed in measure
2536,Not Specified,Composite outcome of icu admission or all cause death,Not specified,Detailed in measure
2536,Not Specified,Composite outcome of mechanical ventilation or all cause death,Not specified,Detailed in measure
2536,Not Specified,Major bleeding,Not specified,Detailed in measure
2536,Not Specified,Number of participants who received red blood cell transfusion,Not specified,Detailed in measure
2536,Not Specified,"Number of participants with transfusion of platelets, frozen plasma, prothrombin complex concentrate, cryoprecipitate and/or fibrinogen concentrate",Not specified,Detailed in measure
2536,Not Specified,Renal replacement therapy,Not specified,Detailed in measure
2536,Not Specified,Number of hospital free days alive up to day 28,Not specified,Detailed in measure
2536,Not Specified,Number of icu free days alive up to day 28,Not specified,Detailed in measure
2536,Not Specified,Number of ventilator free days alive up to day 28,Not specified,Detailed in measure
2536,Not Specified,Number of organ support free days alive up to day 28,Not specified,Detailed in measure
2536,Not Specified,Number of participants with venous thromboembolism,Not specified,Detailed in measure
2536,Not Specified,Number of participants with arterial thromboembolism,Not specified,Detailed in measure
2536,Not Specified,Number of participants with heparin induced thrombocytopenia,Not specified,Detailed in measure
2536,Not Specified,Changes in d dimer up to day 3,Not specified,Detailed in measure
2537,Not Specified,To estimate the proportion of people with rare diseases who have detectable antibodies to sars cov2 in the ncats rdcrn rare diseases survey over time,Not specified,Detailed in measure
2537,Not Specified,"To estimate the proportion of detectable antibodies across specific categories of rare diseases (e.g., people who live with rare diseases characterized by immune compromise vs. people with hyper reactivity of the immune system)",Not specified,Detailed in measure
2538,Not Specified,Time to clinical recoverytime to clinical recovery (ttcr),Not specified,Detailed in measure
2538,Not Specified,All cause mortality,Not specified,Detailed in measure
2538,Not Specified,Frequency of respiratory progression,Not specified,Detailed in measure
2538,Not Specified,Time to defervescence,Not specified,Detailed in measure
2539,Not Specified,The time to death from all causes,Not specified,Detailed in measure
2539,Not Specified,The time to need for mechanical ventilation (mv),Not specified,Detailed in measure
2539,Not Specified,The viral load in the respiratory tract,Not specified,Detailed in measure
2539,Not Specified,Number of patient with at least one episode of healthcare associated infections,Not specified,Detailed in measure
2539,Not Specified,Number of days alive without mechanical ventilation,Not specified,Detailed in measure
2539,Not Specified,Measure of sofa score,Not specified,Detailed in measure
2539,Not Specified,Number of days alive without renal replacement therapy,Not specified,Detailed in measure
2539,Not Specified,Lengths of icu stay,Not specified,Detailed in measure
2539,Not Specified,Lengths of hospital stay,Not specified,Detailed in measure
2539,Not Specified,Number of patients with severe hypoxemia,Not specified,Detailed in measure
2539,Not Specified,Proportion of patients with cardiac arrest within 1 hour after intubation,Not specified,Detailed in measure
2539,Not Specified,Overall survival,Not specified,Detailed in measure
2540,Not Specified,Comparing % of change in cytokine's clearances of pro et anti inflammatory types,Not specified,Detailed in measure
2540,Not Specified,Evaluation of the impact upon the survival rate at 28,And 90 days,Detailed in measure
2540,Not Specified,Chemokine kinetics,Not specified,Detailed in measure
2540,Not Specified,Cytokine kinetics,Not specified,Detailed in measure
2540,Not Specified,Complement pathway kinetics,Not specified,Detailed in measure
2540,Not Specified,Pao2/fio2 ratio,Not specified,Detailed in measure
2541,Not Specified,Crpxn/r ratio change,Not specified,Detailed in measure
2541,Not Specified,Clinical deterioration by the who definition,Not specified,Detailed in measure
2541,Not Specified,Pcr viral load,Not specified,Detailed in measure
2541,Not Specified,Ct severity involvement index,Not specified,Detailed in measure
2541,Not Specified,Ldh change,Not specified,Detailed in measure
2542,Not Specified,Cellular immune system profiling,Not specified,Detailed in measure
2542,Not Specified,Innate immune system profiling,Not specified,Detailed in measure
2542,Not Specified,Expansion of virus specific innate immune cells,Not specified,Detailed in measure
2543,Not Specified,Master protocol: dose finding/phase i,Not specified,Detailed in measure
2543,Not Specified,Master protocol: efficacy evaluation/phase ii severe patients (group a),Not specified,Detailed in measure
2543,Not Specified,Master protocol: efficacy evaluation/phase ii mild to moderate patients (group b),Not specified,Detailed in measure
2543,Not Specified,Cst 2 phase i: to determine the safety and tolerability of multiple ascending doses of eidd 2801 to recommend dose for phase ii,Not specified,Detailed in measure
2543,Not Specified,"Cst 2 phase ii: to determine the ability of eidd 2801 to reduce serious complications of covid 19 including hospitalization, reduction in sao2<92%, or death",Not specified,Detailed in measure
2543,Not Specified,Master protocol: safety assessed by rate of adverse events,Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate clinical improvement,Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate clinical improvement using who clinical progression scale,Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate clinical improvement using spo2/fio2,Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate discharge,Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate admission to icu,Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate safety further (wcc),Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate safety further (hg),Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate safety further (platelets),Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate safety further (creatinine),Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate safety further (alt),Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate overall mortality,Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate the number of oxygen free days,Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate ventilator free days,Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate incidence of new mechanical ventilation use,Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate national early warning score (news)2/qsofa,Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate translational outcomes (viral load),Not specified,Detailed in measure
2543,Not Specified,Master protocol: to evaluate translational outcomes (baseline sars cov 2),Not specified,Detailed in measure
2543,Not Specified,Cst 2 additional: pharmacokinetic objective: to define pk of eidd 2801 and eidd 1931 in plasma following multiple doses administered to patients with covid 19,Not specified,Detailed in measure
2543,Not Specified,Cst 2 additional: virologic objective: to assess the difference in viral clearance (time to negative pcr) between eidd 2801 and control,Not specified,Detailed in measure
2543,Not Specified,Cst 2 additional: clinical objective: to determine the ability of eidd 2801 to reduce the duration of signs and symptoms of covid 19 in patients (flu pro),Not specified,Detailed in measure
2543,Not Specified,Cst 2 additional: clinical objective: to determine the ability of eidd 2801 to reduce the duration of signs and symptoms of covid 19 in patients (who scale),Not specified,Detailed in measure
2543,Not Specified,Cst 2 additional: clinical objective: to determine the ability of eidd 2801 to reduce the duration of signs and symptoms of covid 19 in patients (news2),Not specified,Detailed in measure
2543,Not Specified,Cst 2 additional: clinical objective: to determine the ability of eidd 2801 to reduce the duration of signs and symptoms of covid 19 in patients (mortality),Not specified,Detailed in measure
2543,Not Specified,Cst 2 additional: clinical objective: to determine the ability of eidd 2801 to reduce the duration of signs and symptoms of covid 19 in patients (death),Not specified,Detailed in measure
2544,Not Specified,Molecular and cellular defects in olfactory epithelium,Not specified,Detailed in measure
2544,Not Specified,Biological mechanisms involved in the pathogenesis of the disease,Not specified,Detailed in measure
2544,Not Specified,Epidemiological characteristics,Not specified,Detailed in measure
2544,Not Specified,Olfactory and taste dysfunction,Not specified,Detailed in measure
2545,Not Specified,Time to viral clearance,Not specified,Detailed in measure
2545,Not Specified,Status of clinical recovery as measured by the study specific 6 point ordinal scale on day 15,Not specified,Detailed in measure
2545,Not Specified,Clinical effect of favipiravir + soc compared to soc measured by the national early warning score 2 (news2),Not specified,Detailed in measure
2545,Not Specified,Characterize the pharmacokinetics (pk) of favipiravir in plasma: cmax),Not specified,Detailed in measure
2545,Not Specified,Characterized the pharmacokinetics (pk) of favipiravir in plasma: cmin,Not specified,Detailed in measure
2545,Not Specified,Characterized the pharmacokinetics (pk) of favipiravir in plasma: auc,Not specified,Detailed in measure
2546,Not Specified,Antibiotic misuse,Not specified,Detailed in measure
2547,Not Specified,Health related quality of life (general well being) questionnaire,Not specified,Detailed in measure
2547,Not Specified,Revalidation & reintegration,Not specified,Detailed in measure
2547,Not Specified,Depression and/or anxiety,Not specified,Detailed in measure
2547,Not Specified,Post traumatic stress syndrome,Not specified,Detailed in measure
2548,Not Specified,Comparison of vital status,Not specified,Detailed in measure
2548,Not Specified,Comparaison of duration of hospital stay,Not specified,Detailed in measure
2548,Not Specified,Comparaison of severity,Not specified,Detailed in measure
2548,Not Specified,"Comparaison of secondary effects (adverse events that needed disruption of treatment (anemia, tachycardia, osteoporosis) : secondary effects of coffee)",Not specified,Detailed in measure
2548,Not Specified,Comparaison of use of antibiotics,Not specified,Detailed in measure
2549,Not Specified,Time to worsening of disease,Not specified,Detailed in measure
2549,Not Specified,Time to improvement of disease,Not specified,Detailed in measure
2549,Not Specified,Adverse events,Not specified,Detailed in measure
2549,Not Specified,Duration of supplemental oxygen (days),Not specified,Detailed in measure
2549,Not Specified,Admission to icu,Not specified,Detailed in measure
2549,Not Specified,"Laboratory assessment of hemoglobin concentration day 0, 2, 4 and 6",Not specified,Detailed in measure
2549,Not Specified,"Virus load assessment day 0, 2, 4 and 6",Not specified,Detailed in measure
2549,Not Specified,Hospital stay (days),Not specified,Detailed in measure
2549,Not Specified,Re admission to hospital due to rebound covid 19,Not specified,Detailed in measure
2549,Not Specified,Mortality,6 months,Detailed in measure
2549,Not Specified,Hormonal status,6 months,Detailed in measure
2549,Not Specified,Serological immunity for covid 19,Not specified,Detailed in measure
2549,Not Specified,"Laboratory assessment of crp concentration day 0, 2, 4 and 6",Not specified,Detailed in measure
2549,Not Specified,"Laboratory assessment of liver function day 0, 2, 4 and 6",Not specified,Detailed in measure
2549,Not Specified,"Laboratory assessment of creatinine concentration day 0, 2, 4 and 6",Not specified,Detailed in measure
2549,Not Specified,"Laboratory assessment of d dimer concentration day 0, 2, 4 and 6",Not specified,Detailed in measure
2549,Not Specified,"Laboratory assessment of platelets concentration day 0, 2, 4 and 6",Not specified,Detailed in measure
2549,Not Specified,"Laboratory assessment of il 6 concentration day 0, 2, 4 and 6",Not specified,Detailed in measure
2549,Not Specified,"Laboratory assessment of b and t lyphocytes concentration day 0, 2, 4 and 6",Not specified,Detailed in measure
2550,Not Specified,Discrimination,Not specified,Detailed in measure
2550,Not Specified,Calibration,Not specified,Detailed in measure
2550,Not Specified,Net benefit,Not specified,Detailed in measure
2551,Not Specified,Clinical description of asthenia,Not specified,Detailed in measure
2551,Not Specified,Clinical description of dyspnea,Not specified,Detailed in measure
2551,Not Specified,Clinical description of thoracic disorders,Not specified,Detailed in measure
2551,Not Specified,Clinical description of neurological disorders,Not specified,Detailed in measure
2551,Not Specified,Clinical description of anosmia,Not specified,Detailed in measure
2552,Not Specified,Health status (who classification),Not specified,Detailed in measure
2552,Not Specified,Incidence of serious adverse events,Not specified,Detailed in measure
2552,Not Specified,Covid 19 prevalent symptoms at onset,Not specified,Detailed in measure
2552,Not Specified,Covid 19 prognostic factors,Not specified,Detailed in measure
2552,Not Specified,Incidence of covid 19 in the rsa cohort,Not specified,Detailed in measure
2552,Not Specified,"Affective/mood state change in the "" at home "" cohort",From baseline,Detailed in measure
2552,Not Specified,"Cognitive function in the ""dementia"" and ""at home "" cohorts",Not specified,Detailed in measure
2552,Not Specified,"Daily life function in the ""dementia"" and ""at home "" cohorts",Not specified,Detailed in measure
2552,Not Specified,"Instrumental daily life function in the ""dementia"" and ""at home "" cohorts",Not specified,Detailed in measure
2552,Not Specified,"Residual signs and symptoms in the "" outcomes "" cohort",Not specified,Detailed in measure
2552,Not Specified,"Incidence of outcomes in the "" outcomes "" cohort per frailty status",Not specified,Detailed in measure
2552,Not Specified,"Incidence of outcomes in the "" outcomes "" cohort per comorbidity burden",At baseline,Detailed in measure
2553,Not Specified,Fatal or non fatal venous thromboembolism (vte),Not specified,Detailed in measure
2553,Not Specified,"Fatal or non fatal cardiovascular events, encompassing stroke and myocardial infarction",Not specified,Detailed in measure
2553,Not Specified,All cause death,Not specified,Detailed in measure
2553,Not Specified,Prevalence of cardiovascular risk factors,Not specified,Detailed in measure
2553,Not Specified,Length of hospitalization,Not specified,Detailed in measure
2553,Not Specified,Prevalent use of in hospital thromboprophylaxis,Not specified,Detailed in measure
2553,Not Specified,In hospital course of d dimer (μg/ml),Not specified,Detailed in measure
2553,Not Specified,In hospital course of troponin (ng/ml),Not specified,Detailed in measure
2554,Not Specified,Pao2,Not specified,Detailed in measure
2554,Not Specified,Fio2,Not specified,Detailed in measure
2554,Not Specified,General anxiety disorder 7 score,Not specified,Detailed in measure
2555,Not Specified,C reactive protein,Not specified,Detailed in measure
2555,Not Specified,Admission to intensive care unit (icu),Not specified,Detailed in measure
2555,Not Specified,Occurrence of mechanical ventilation,Not specified,Detailed in measure
2555,Not Specified,Death,Not specified,Detailed in measure
2555,Not Specified,"Composite occurrence of admission to icu, mechanical ventilation or death (what occur first)",Not specified,Detailed in measure
2555,Not Specified,Time from randomization to discharge,Not specified,Detailed in measure
2555,Not Specified,Proportion of patients not requiring supplemental oxygen at day 15,Not specified,Detailed in measure
2555,Not Specified,Significative differences in serum lactate dehydrogenase,Not specified,Detailed in measure
2556,Not Specified,Prevalence of post traumatic stress syndrome,Not specified,Detailed in measure
2557,Not Specified,Change of serum creatinine,Not specified,Detailed in measure
2557,Not Specified,Number of participants requiring intubation and ventilatory support,Not specified,Detailed in measure
2557,Not Specified,Change in number of deceased participants,Not specified,Detailed in measure
2557,Not Specified,Number of participants requiring dialysis,Not specified,Detailed in measure
2557,Not Specified,Number of participants requiring a vasopressors,Not specified,Detailed in measure
2557,Not Specified,Change in blood inflammatory markers,Not specified,Detailed in measure
2557,Not Specified,Percent change in supplemental oxygen requirements,Not specified,Detailed in measure
2558,Not Specified,Tissue characteristics of the diaphragm,Not specified,Detailed in measure
2558,Not Specified,Movement of the diaphragm,Not specified,Detailed in measure
2558,Not Specified,Quantitative dynamic contrast enhanced imaging of the diaphragm,Not specified,Detailed in measure
2558,Not Specified,Correlation of movement and tissue characteristics of the diaphragm with measurements of maximum inspiratory and expiratory pressure,Not specified,Detailed in measure
2558,Not Specified,Correlation of movement and tissue characteristics of the diaphragm with clinical parameters,Not specified,Detailed in measure
2559,Not Specified,Patient disposition post treatment,Not specified,Detailed in measure
2559,Not Specified,Oxygenation,Not specified,Detailed in measure
2559,Not Specified,Il 6 levels,Not specified,Detailed in measure
2559,Not Specified,Chest xray radiographic results,Not specified,Detailed in measure
2559,Not Specified,Brescia covid respiratory severity scale,Not specified,Detailed in measure
2559,Not Specified,Smart cop score,Not specified,Detailed in measure
2559,Not Specified,Psi score,Not specified,Detailed in measure
2559,Not Specified,Crp levels,Not specified,Detailed in measure
2560,Not Specified,Time to resolution of symptoms [national early warning score 2 (news2) of 0],Not specified,Detailed in measure
2560,Not Specified,Clinical worsening to critical covid 19 illness,Not specified,Detailed in measure
2560,Not Specified,Duration of supplemental oxygen therapy,Not specified,Detailed in measure
2560,Not Specified,Duration of mechanical ventilation (if applicable),Not specified,Detailed in measure
2560,Not Specified,Duration of hospitalisation,Not specified,Detailed in measure
2560,Not Specified,Proportion of participants with virologic clearance in nasopharyngeal swab rt pcr,Not specified,Detailed in measure
2560,Not Specified,C reactive protein (crp) level's reduction,Not specified,Detailed in measure
2560,Not Specified,Incidence of new onset lymphopenia,Not specified,Detailed in measure
2560,Not Specified,Direct bilirubin level's reduction,Not specified,Detailed in measure
2560,Not Specified,Side effects,Not specified,Detailed in measure
2561,Not Specified,Determination of peripheral blood rna microarray assay,Not specified,Detailed in measure
2561,Not Specified,Determination of nasopharunx microbiota analysis,Not specified,Detailed in measure
2561,Not Specified,Determination of in vitro cytokines production,Not specified,Detailed in measure
2561,Not Specified,Determination of peripheral blood cytometry,Not specified,Detailed in measure
2561,Not Specified,Relation between study parameters,Not specified,Detailed in measure
2562,Not Specified,Change in a severity rating on a 7 point ordinal scale,Not specified,Detailed in measure
2562,Not Specified,Percentage of patients reporting each severity rating on a 7 point severity ordinal scale,Not specified,Detailed in measure
2562,Not Specified,Duration of mechanical ventilation,Not specified,Detailed in measure
2562,Not Specified,Evaluate the safety of sarilumab in patients with severe pneumonia caused by covid 19,Not specified,Detailed in measure
2562,Not Specified,Number of ventilator free days in the first,28 days,Detailed in measure
2562,Not Specified,Patients requiring mechanical ventilation,Not specified,Detailed in measure
2562,Not Specified,Change in pao2/fio2 in patients on mechanical ventilation,From baseline,Detailed in measure
2562,Not Specified,Time to improvement in oxygenation for at least 48 hours,Not specified,Detailed in measure
2562,Not Specified,Time to saturation > 93.9% on room air,Not specified,Detailed in measure
2562,Not Specified,Time to resolution of fever without antipyretics for at least 48 hours (tº > 36.6ºc axilla; > 37.2ºc oral; > 37.8 rectal or tympanic),Not specified,Detailed in measure
2562,Not Specified,"Changes in white blood cell count if available on v2, v3, v4, v5, and v6",From baseline,Detailed in measure
2562,Not Specified,"Changes in hemoglobin levels if available on v2, v3, v4, v5, and v6",From baseline,Detailed in measure
2562,Not Specified,"Changes in platelet cell count if available on v2, v3, v4, v5, and v",From baseline,Detailed in measure
2562,Not Specified,"Changes in d dimer leves if available on v2, v3, v4, v5, and v6",From baseline,Detailed in measure
2562,Not Specified,Number of deaths due to any cause,Not specified,Detailed in measure
2562,Not Specified,Organ failure,Not specified,Detailed in measure
2562,Not Specified,"Changes in c reactive protein if available on v2, v3, v4, v5, and v6",From baseline,Detailed in measure
2562,Not Specified,"Changes in ferritin leves if available on v2, v3, v4, v5, and v6",From baseline,Detailed in measure
2562,Not Specified,"Changes in troponin leves if available on v2, v3, v4, v5, and v6",From baseline,Detailed in measure
2562,Not Specified,"Changes in blood urea nitrogen leves if available on v2, v3, v4, v5, and v6",From baseline,Detailed in measure
2562,Not Specified,"Changes in creatinine leves if available on v2, v3, v4, v5, and v6",From baseline,Detailed in measure
2562,Not Specified,"Changes in blilirrubin leves if available on v2, v3, v4, v5, and v6",From baseline,Detailed in measure
2562,Not Specified,"Changes in aspartate transaminase (ast) leves if available on v2, v3, v4, v5, and v6",From baseline,Detailed in measure
2562,Not Specified,"Changes in alanine transaminase (alt) leves if available on v2, v3, v4, v5, and v6",From baseline,Detailed in measure
2563,Not Specified,Retrospective analysis of demographic and clinical characteristics of patients with suspected or already confirmed sars cov2 infection with anosmia and / or ageusia,Not specified,Detailed in measure
2564,Not Specified,Effects of a postural recruitment maneuver in lung aeration,Not specified,Detailed in measure
2564,Not Specified,Effects of a postural recruitment maneuver in distribution of ventilation,Not specified,Detailed in measure
2564,Not Specified,Effects of a postural recruitment maneuver in gas exchange,Not specified,Detailed in measure
2564,Not Specified,Effects of a postural recruitment maneuver in respiratory mechanics,Not specified,Detailed in measure
2564,Not Specified,Effects of a postural recruitment maneuver in hemodynamic,Not specified,Detailed in measure
2564,Not Specified,Feasibility of a postural recruitment maneuver,Not specified,Detailed in measure
2565,Not Specified,Proportion of patients with undetectable nasopharyngeal swab sars cov 2 pcr and c reactive protein (crp) < 27 mg/l at day 11,Not specified,Detailed in measure
2565,Not Specified,Proportion of patients with clinical improvement on the 7 point ordinal scale at day 11 and day 28,Not specified,Detailed in measure
2565,Not Specified,Kinetics of sars cov 2 viral load,Not specified,Detailed in measure
2565,Not Specified,Death rate at day 11 and day 28,Not specified,Detailed in measure
2565,Not Specified,All causes of death and acute respiratory distress syndrome (ards) at day 28,Not specified,Detailed in measure
2565,Not Specified,Time to hospital discharge,Not specified,Detailed in measure
2565,Not Specified,Duration of oxygen supplementation,Not specified,Detailed in measure
2565,Not Specified,Prevalence of grade iii or iv adverse events,Not specified,Detailed in measure
2565,Not Specified,"Residual concentration of lopinavir, telmisartan and atorvastatin",Not specified,Detailed in measure
2565,Not Specified,"Evolution of inflammatory and immunological markers (crp, fibrinogen, ferritin, d dimer, dosing of igg, iga, igm; tcd4, cd8, b lymphocytes, nk lymphocytes; naïve/memory t lymphocytes)",Not specified,Detailed in measure
2565,Not Specified,"Evolution of endothelial activation markers (vegf and soluble vegf receptor,ve cadherin, pecam/cd31, cd42 and angiopoietin 2)",Not specified,Detailed in measure
2565,Not Specified,Proportion of patients with good results according to hiv status,Not specified,Detailed in measure
2565,Not Specified,Number of contact cases infected by covid 19 at day 28,Not specified,Detailed in measure
2566,Not Specified,To able to reduce the progression of acute respiratory failure,Not specified,Detailed in measure
2566,Not Specified,Adverse events,Not specified,Detailed in measure
2566,Not Specified,Duration of hospitalization,Not specified,Detailed in measure
2566,Not Specified,Systemic inflammation,Not specified,Detailed in measure
2566,Not Specified,Overall survival,Not specified,Detailed in measure
2567,Not Specified,Seroprevalence of covid 19 in patients with inflammatory rheumatisms,Not specified,Detailed in measure
2567,Not Specified,"Clinical expression of covid 19 compared to health professionals : phenotypes, thrombo embolic events and stress repercussion",Not specified,Detailed in measure
2568,Not Specified,Highest disease status,Not specified,Detailed in measure
2568,Not Specified,Percentage of deaths,Not specified,Detailed in measure
2568,Not Specified,Percentage of hospital admissions,Not specified,Detailed in measure
2568,Not Specified,Percentage of icu admissions,Not specified,Detailed in measure
2568,Not Specified,Disease duration in days of symptoms,Not specified,Detailed in measure
2568,Not Specified,Age and clinical frailty score,Not specified,Detailed in measure
2569,Not Specified,All cause hospital mortality,Not specified,Detailed in measure
2569,Not Specified,Length of hospital stay,Not specified,Detailed in measure
2569,Not Specified,Need of mechanical ventilation,Not specified,Detailed in measure
2569,Not Specified,Ventilator free days,Not specified,Detailed in measure
2569,Not Specified,Grade 3 4 adverse reaction,Not specified,Detailed in measure
2570,Not Specified,Virologic clearance,Not specified,Detailed in measure
2570,Not Specified,Change in the number of patients going from asymptomatic to moderately disease,Not specified,Detailed in measure
2570,Not Specified,Hospital stay,Not specified,Detailed in measure
2570,Not Specified,Clinically relevant adverse effects,Not specified,Detailed in measure
2571,Not Specified,The death of newborns with covid 19,Not specified,Detailed in measure
2571,Not Specified,The sars cov 2 infection of neonates born to mothers with covid 19,Not specified,Detailed in measure
2571,Not Specified,The chinese standardized denver developmental screening test (ddst) in neonates with or with risk of covid 19,Not specified,Detailed in measure
2571,Not Specified,The small for gestational age newborns in the neonates born to mothers with covid 19,Not specified,Detailed in measure
2571,Not Specified,The preterm delivery of neonates born to mothers with covid 19,Not specified,Detailed in measure
