study_id,condition_name,mesh_term
3787,COVID-19,Not Specified
3787,ARDS,Not Specified
3787,COVID-19,Not Specified
3787,HYPOXEMIA,Not Specified
3788,COVID-19,Not Specified
3788,INFLAMMATORY STATUS,Not Specified
3789,COVID-19,Not Specified
3789,COVID-19,Not Specified
3789,RESPIRATORY FAILURE,Not Specified
3790,ARDS,Not Specified
3790,COVID-19,Not Specified
3791,COVID-19,Not Specified
3791,MIS-C,Not Specified
3792,COVID-19,Not Specified
3792,END STAGE RENAL FAILURE ON DIALYSIS,Not Specified
3793,COVID-19,Not Specified
3794,COVID-19,Not Specified
3794,SURGERY,Not Specified
3795,BCG,Not Specified
3795,COVID-19,Not Specified
3795,COVID-19,Not Specified
3795,COVID-19,Not Specified
3796,CHRONIC PAIN,Not Specified
3796,CHRONIC PAIN SYNDROME,Not Specified
3796,CHRONIC PAIN DUE TO INJURY,Not Specified
3796,CHRONIC PAIN DUE TO TRAUMA,Not Specified
3796,FIBROMYALGIA,Not Specified
3796,SEIZURES,Not Specified
3796,HEPATITIS C,Not Specified
3796,CANCER,Not Specified
3796,CROHN DISEASE,Not Specified
3796,HIV/AIDS,Not Specified
3796,MULTIPLE SCLEROSIS,Not Specified
3796,TRAUMATIC BRAIN INJURY,Not Specified
3796,SICKLE CELL DISEASE,Not Specified
3796,STRESS,Not Specified
3796,TOURETTE SYNDROME,Not Specified
3796,ULCERATIVE COLITIS,Not Specified
3796,GLAUCOMA,Not Specified
3796,EPILEPSY,Not Specified
3796,INFLAMMATORY BOWEL DISEASES,Not Specified
3796,PARKINSON DISEASE,Not Specified
3796,AMYOTROPHIC LATERAL SCLEROSIS,Not Specified
3796,CHRONIC TRAUMATIC ENCEPHALOPATHY,Not Specified
3796,ANXIETY,Not Specified
3796,DEPRESSION,Not Specified
3796,INSOMNIA,Not Specified
3796,AUTISM,Not Specified
3796,OPIOID-USE DISORDER,Not Specified
3796,BIPOLAR DISORDER,Not Specified
3796,COVID-19,Not Specified
3796,COVID-19,Not Specified
3796,COVID-19,Not Specified
3796,COVID-19,Not Specified
3796,COVID-19,Not Specified
3797,COVID-19,Not Specified
3797,ELDERLY PATIENTS,Not Specified
3797,CRITICAL ILLNESS,Not Specified
3797,SURVIVAL,Not Specified
3797,OLD AGE,Not Specified
3798,ASTHMA; EOSINOPHILIC,Not Specified
3798,COVID-19,Not Specified
3798,COVID-19,Not Specified
3799,"RISK FACTOR, CARDIOVASCULAR",Not Specified
3799,COVID-19,Not Specified
3799,CRITICAL ILLNESS,Not Specified
3799,COURSE ILLNESS,Not Specified
3800,COVID-19,Not Specified
3801,COVID-19,Not Specified
3802,"ADDICTION, SUBSTANCE",Not Specified
3802,COVID-19,Not Specified
3803,COVID-19,Not Specified
3803,LEFT VENTRICULAR DYSFUNCTION,Not Specified
3803,RIGHT VENTRICULAR DYSFUNCTION,Not Specified
3803,PULMONARY HYPERTENSION,Not Specified
3804,POST PARTUM DEPRESSION,Not Specified
3805,COVID-19,Not Specified
3806,COVID-19,Not Specified
3806,LYMPHOMA,Not Specified
3807,COVID-19,Not Specified
3807,COVID-19,Not Specified
3807,PNEUMONIA,Not Specified
3808,"INFERTILITY, FEMALE",Not Specified
3808,ART,Not Specified
3808,IVF,Not Specified
3808,COVID-19,Not Specified
3809,COVID-19,Not Specified
3810,PATIENTS UNDERGOING CARDIAC OR THORACIC SURGERY,Not Specified
3811,COVID-19,Not Specified
3811,COVID-19,Not Specified
3812,TELEREHABILITATION,Not Specified
3812,COVID-19,Not Specified
3813,LOWER RESPIRATORY TRACT INFECTION,Not Specified
3813,PARAINFLUENZA,Not Specified
3813,IMMUNOCOMPROMISED,Not Specified
3813,COVID-19,Not Specified
3814,HEALTHY VOLUNTEER,Not Specified
3815,ACUTE MYOCARDIAL INFARCTION,Not Specified
3815,VENTRICULAR TACHYCARDIA,Not Specified
3815,SUDDEN CARDIAC DEATH,Not Specified
3815,"STROKE, ACUTE",Not Specified
3816,HEADACHE,Not Specified
3816,COVID-19,Not Specified
3816,SPHENOPALATINE GANGLION BLOCK,Not Specified
3816,COVID-19,Not Specified
3817,COVID-19,Not Specified
3818,COVID-19,Not Specified
3818,TYPE 2 DIABETES,Not Specified
3819,COVID-19,Not Specified
3820,RESPIRATORY FAILURE,Not Specified
3820,COVID-19,Not Specified
3821,COVID-19,Not Specified
3822,COVID-19,Not Specified
3823,COVID-19,Not Specified
3823,ACUTE CARDIOVASCULAR CONDITION,Not Specified
3823,ACUTE NEUROVASCULAR CONDITION,Not Specified
3823,STROKE,Not Specified
3823,ACUTE MYOCARDIAL INFARCTION,Not Specified
3824,COVID-19,Not Specified
3824,COVID-19,Not Specified
3824,SURGERY,Not Specified
3824,"SURGICAL PROCEDURE; COMPLICATIONS, LATE EFFECT OF COMPLICATIONS",Not Specified
3824,POSTOPERATIVE COMPLICATIONS,Not Specified
3825,"BURNOUT, CAREGIVER",Not Specified
3826,COVID-19,Not Specified
3827,COVID-19,Not Specified
3827,ARDS,Not Specified
3827,FUNCTIONAL RECOVERY,Not Specified
3828,COVID-19,Not Specified
3829,COVID-19,Not Specified
3829,PNEUMONIA,Not Specified
3829,CHINESE MEDICINE,Not Specified
3830,CANCER,Not Specified
3831,COVID-19,Not Specified
3831,PHYSIOTHERAPY,Not Specified
3832,COVID-19,Not Specified
3833,COVID-19,Not Specified
3833,ARDS,Not Specified
3834,COVID-19,Not Specified
3834,COVID-19,Not Specified
3835,COVID-19,Not Specified
3836,COVID-19,Not Specified
3836,INTENSIVE CARE UNIT SYNDROME,Not Specified
3837,COVID-19,Not Specified
3837,"OUTCOME, FATAL",Not Specified
3837,RESPIRATORY FAILURE,Not Specified
3837,ACUTE KIDNEY INJURY,Not Specified
3837,INFLAMMATION,Not Specified
3838,COVID-19,Not Specified
3839,COPING SKILLS,Not Specified
3839,HEALTHCARE WORKERS,Not Specified
3839,COVID-19,Not Specified
3840,COVID-19,Not Specified
3840,ARDS,Not Specified
3841,COVID-19,Not Specified
3842,ARDS,Not Specified
3842,COVID-19,Not Specified
3843,COVID-19,Not Specified
3843,SYSTEMIC LUPUS ERYTHEMATOSUS,Not Specified
3843,RHEUMATOID ARTHRITIS,Not Specified
3843,SJOGREN'S SYNDROME,Not Specified
3843,PSORIATIC ARTHRITIS,Not Specified
3844,COVID-19,Not Specified
3845,ARDS,Not Specified
3845,COVID-19,Not Specified
3845,"INFLUENZA, HUMAN",Not Specified
3846,COVID-19,Not Specified
3846,MEASLES VACCINE,Not Specified
3846,MORTALITY,Not Specified
3847,COVID-19,Not Specified
3848,CHRONIC HEMODIALYSIS PATIENTS,Not Specified
3848,CAREGIVERS OF CHRONIC HEMODIALYSIS PATIENTS,Not Specified
3849,COVID-19,Not Specified
3850,PNEUMONIA,Not Specified
3850,COVID-19,Not Specified
3850,ARDS,Not Specified
3851,COVID-19,Not Specified
3851,SARS,Not Specified
3852,COVID-19,Not Specified
3853,COVID-19,Not Specified
3854,ENDOSCOPY,Not Specified
3854,COMMUNICATION,Not Specified
3855,COVID-19,Not Specified
3856,COVID-19,Not Specified
3857,ACUTE LUNG INJURY,Not Specified
3857,ALI,Not Specified
3857,COVID-19,Not Specified
3858,COVID-19,Not Specified
3859,COVID-19,Not Specified
3859,COVID-19,Not Specified
3860,COVID-19,Not Specified
3861,COVID-19,Not Specified
3862,COVID-19,Not Specified
3862,COVID-19,Not Specified
3862,PNEUMONIA,Not Specified
3863,COVID-19,Not Specified
3864,COVID-19,Not Specified
3865,COVID-19,Not Specified
3866,COVID-19,Not Specified
3866,COVID-19,Not Specified
3866,CONVALESCENCE,Not Specified
3866,PLASMA,Not Specified
3866,DOSES,Not Specified
3867,COVID-19,Not Specified
3867,PNEUMONIA,Not Specified
3867,COVID-19,Not Specified
3867,COVID-19,Not Specified
3867,CARDIAC COMPLICATION,Not Specified
3868,COVID-19,Not Specified
3868,SARS,Not Specified
3868,COVID-19,Not Specified
3869,VIRAL INFECTION,Not Specified
3870,COVID-19,Not Specified
3870,COVID-19,Not Specified
3870,PNEUMONIA,Not Specified
3870,COPD,Not Specified
3870,CKD,Not Specified
3870,CARDIAC EVENT,Not Specified
3870,OVERWEIGHT AND OBESITY,Not Specified
3870,CARDIOVASCULAR DISEASES,Not Specified
3870,DIABETES,Not Specified
3870,HYPERTENSION,Not Specified
3870,CORONARY HEART DISEASE,Not Specified
3871,PNEUMONIA,Not Specified
3872,COVID-19,Not Specified
3872,COVID-19,Not Specified
3872,PREGNANCY DISEASE,Not Specified
3872,SARS,Not Specified
3873,COVID-19,Not Specified
3874,COVID-19,Not Specified
3875,AUDIO-VISUAL TRIAGE SYSTEM,Not Specified
3875,ANXIETY LEVELS,Not Specified
3875,COVID-19,Not Specified
3875,GAD-7 SCORE,Not Specified
3875,HEALTHCARE PROFESSIONALS,Not Specified
3875,SCREENING STRATEGY,Not Specified
3876,COVID-19,Not Specified
3876,RESPIRATORY DISEASE,Not Specified
3876,MENTAL HEALTH DISORDER,Not Specified
3877,COVID-19,Not Specified
3878,COVID-19,Not Specified
3879,COVID-19,Not Specified
3879,"PREGNANCY COMPLICATIONS, INFECTIOUS",Not Specified
3879,PREGNANCY RELATED,Not Specified
3879,"PREGNANCY, HIGH RISK",Not Specified
3879,PREGNANCY DISEASE,Not Specified
3879,PNEUMONIA,Not Specified
3879,PNEUMONIA,Not Specified
3879,DIAGNOSES DISEASE,Not Specified
3880,RESPIRATORY FAILURE,Not Specified
3880,COVID-19,Not Specified
3881,COVID-19,Not Specified
3881,COVID-19,Not Specified
3881,PNEUMONIA,Not Specified
3882,COVID-19,Not Specified
3882,COVID-19,Not Specified
3882,COVID-19,Not Specified
3883,ANXIETY,Not Specified
3883,HEALTHY VOLUNTEERS,Not Specified
3884,ANXIETY DISORDERS,Not Specified
3884,STRESS,Not Specified
3884,DEPRESSIVE DISORDER,Not Specified
3884,COVID-19,Not Specified
3885,COVID-19,Not Specified
3886,COVID-19,Not Specified
3886,"ISOLATION, SOCIAL",Not Specified
3887,COVID-19,Not Specified
3887,GENITOURINARY CANCER,Not Specified
3887,BENIGN UROLOGIC CONDITIONS,Not Specified
3888,COVID-19,Not Specified
3889,COVID-19,Not Specified
3889,LUNG INFECTION,Not Specified
3890,COVID-19,Not Specified
3890,ARDS,Not Specified
3891,COVID-19,Not Specified
3892,COVID-19,Not Specified
3893,COVID-19,Not Specified
3893,STRESS,Not Specified
3893,WEARABLES,Not Specified
3894,COVID-19,Not Specified
3894,"ORGAN FAILURE, MULTIPLE",Not Specified
3894,DNA DAMAGE,Not Specified
3895,"INFECTION, RESPIRATORY TRACT",Not Specified
3896,HIV,Not Specified
3896,PRE-EXPOSURE PROPHYLAXIS,Not Specified
3897,COVID-19,Not Specified
3898,COVID-19,Not Specified
3898,DIABETES,Not Specified
3898,HYPERTENSION,Not Specified
3898,OBESITY,Not Specified
3899,COVID-19,Not Specified
3899,VIRAL INFECTION,Not Specified
3899,CORONAVIRIDAE INFECTIONS,Not Specified
3900,CANCER,Not Specified
3900,COVID-19,Not Specified
3901,COVID-19,Not Specified
3902,STRESS,Not Specified
3902,COVID-19,Not Specified
3902,SEVERE MENTAL DISORDER,Not Specified
3903,COVID-19,Not Specified
3903,RESPIRATORY FAILURE,Not Specified
3904,COVID-19,Not Specified
3905,COVID-19,Not Specified
3906,COVID-19,Not Specified
3906,COVID-19,Not Specified
3907,COVID-19,Not Specified
3907,COVID-19,Not Specified
3908,COVID-19,Not Specified
3908,SARCOPENIA,Not Specified
3908,MUSCLE WEAKNESS,Not Specified
3909,COVID-19,Not Specified
3909,LUNG FUNCTION DECREASED,Not Specified
3910,COVID-19,Not Specified
3911,COVID-19,Not Specified
3911,ARDS,Not Specified
3911,HYPOXIA,Not Specified
3911,CYTOKINE STORM,Not Specified
3912,COVID-19,Not Specified
3912,ARDS,Not Specified
3913,COVID-19,Not Specified
3913,COVID-19,Not Specified
3914,COVID-19,Not Specified
3915,COVID-19,Not Specified
3915,BACTEREMIA,Not Specified
3915,SEPTICEMIA,Not Specified
3915,ACINETOBACTER BAUMANNII INFECTION,Not Specified
3915,PSEUDOMONAS AERUGINOSA INFECTION,Not Specified
3915,STAPH AUREUS INFECTION,Not Specified
3916,ALLOGENIC HEMATOPOIETIC CELL TRANSPLANT,Not Specified
3916,CAR-T THERAPY,Not Specified
3916,PRIMARY IMMUNODEFICIENCY,Not Specified
3917,COVID-19,Not Specified
3917,COVID-19,Not Specified
3918,ARDS,Not Specified
3918,COVID-19,Not Specified
3919,COVID-19,Not Specified
3919,DYSPNEA,Not Specified
3920,"INFECTIONS, RESPIRATORY",Not Specified
3920,FEVER,Not Specified
3920,COUGH,Not Specified
3921,COVID-19,Not Specified
3921,SEROLOGY,Not Specified
3922,RESPIRATORY FAILURE,Not Specified
3923,STRESS,Not Specified
3923,DEPRESSION,Not Specified
3923,ANXIETY,Not Specified
3923,STRESS,Not Specified
3924,COVID-19,Not Specified
3925,COVID-19,Not Specified
3925,CRITICAL ILLNESS,Not Specified
3925,EFFECTIVENESS,Not Specified
3925,"OUTCOME, FATAL",Not Specified
3926,COVID-19,Not Specified
3926,ARDS,Not Specified
3927,COVID-19,Not Specified
3927,"DIABETES MELLITUS, TYPE 2",Not Specified
3927,"DIABETES MELLITUS, TYPE 1",Not Specified
3928,COVID-19,Not Specified
3928,ACUTE LUNG INJURY,Not Specified
3928,ARDS,Not Specified
3929,COVID-19,Not Specified
3930,COVID-19,Not Specified
3931,COVID-19,Not Specified
3931,POST-EXPOSURE PROPHYLAXIS,Not Specified
3932,COVID-19,Not Specified
3932,LUNG INFECTION,Not Specified
3933,COVID-19,Not Specified
3933,PERSONAL PROTECTIVE EQUIPMENT,Not Specified
3934,CYTOKINE RELEASE SYNDROME,Not Specified
3935,COVID-19,Not Specified
3936,COVID-19,Not Specified
3936,ARDS,Not Specified
3936,VENTILATORY FAILURE,Not Specified
3937,COVID-19,Not Specified
3938,TYPE 1 DIABETES MELLITUS,Not Specified
3938,COVID-19,Not Specified
3939,COVID-19,Not Specified
3939,ARDS,Not Specified
3940,COVID-19,Not Specified
3940,FAVIPIRAVIR (FAVIPIRA),Not Specified
3941,COVID-19,Not Specified
3941,COVID-19,Not Specified
3941,SARS,Not Specified
3942,COVID-19,Not Specified
3942,COVID-19,Not Specified
3943,COVID-19,Not Specified
3943,EXERCISE,Not Specified
3944,TUBERCULOSIS,Not Specified
3944,COVID-19,Not Specified
3945,COVID-19,Not Specified
3945,PNEUMONIA,Not Specified
3946,COVID-19,Not Specified
3946,COVID-19,Not Specified
3947,COVID-19,Not Specified
3948,COVID-19,Not Specified
3949,EPIDEMIOLOGY,Not Specified
3949,COVID-19,Not Specified
3949,COVID-19,Not Specified
3949,CRITICAL CARE,Not Specified
3949,PROGNOSTIC,Not Specified
3949,SURVIVAL,Not Specified
3950,COVID-19,Not Specified
3951,COVID-19,Not Specified
3951,ARDS,Not Specified
3951,COVID-19,Not Specified
3952,COVID-19,Not Specified
3952,PNEUMONIA,Not Specified
3952,COVID-19,Not Specified
3953,CYSTIC FIBROSIS IN CHILDREN,Not Specified
3953,CYSTIC FIBROSIS,Not Specified
3954,COVID-19,Not Specified
3954,COVID-19,Not Specified
3954,MOUTHWASHES,Not Specified
3954,VIRAL LOAD,Not Specified
3954,POLYMERASE CHAIN REACTION,Not Specified
3955,BARIATRIC SURGERY CANDIDATE,Not Specified
3955,COVID-19,Not Specified
3955,COMPLICATION OF SURGICAL PROCEDURE,Not Specified
3955,PNEUMONIA,Not Specified
3955,VIRAL INFECTION,Not Specified
3955,"OBESITY, MORBID",Not Specified
3955,SAFETY ISSUES,Not Specified
3955,READMISSION,Not Specified
3956,COVID-19,Not Specified
3956,COVID-19,Not Specified
3957,COVID-19,Not Specified
3957,COVID-19,Not Specified
3957,PNEUMONIA,Not Specified
3958,COVID-19,Not Specified
3958,ANTICOAGULANT THERAPY,Not Specified
3958,THROMBOSIS,Not Specified
3959,COVID-19,Not Specified
3960,COVID-19,Not Specified
3960,PHYSICAL DISABILITY,Not Specified
3961,COVID-19,Not Specified
3961,COVID-19,Not Specified
3961,ARDS,Not Specified
3962,COVID-19,Not Specified
3962,LIFE SATISFACTION,Not Specified
3962,ANXIETY,Not Specified
3962,MENTAL HEALTH WELLNESS 1,Not Specified
3962,ATHLETE,Not Specified
3962,STRESS,Not Specified
3963,COVID-19,Not Specified
3964,COVID-19,Not Specified
3965,COVID-19,Not Specified
3965,THROMBOSIS,Not Specified
3966,NEUROMUSCULAR DISEASES,Not Specified
3966,NEUROLOGICAL DISEASES OR CONDITIONS,Not Specified
3967,COVID-19,Not Specified
3967,RESPIRATORY FUNCTION LOSS,Not Specified
3967,COVID-19,Not Specified
3967,PNEUMONIA,Not Specified
3968,COVID-19,Not Specified
3968,RESPIRATORY FAILURE,Not Specified
3969,COVID-19,Not Specified
3970,HEALTHY PEOPLE,Not Specified
3971,COVID-19,Not Specified
3972,COVID-19,Not Specified
3973,COVID-19,Not Specified
3973,REMDESIVIR,Not Specified
3973,COVID-19,Not Specified
3974,COVID-19,Not Specified
3974,ACTIVE IMMUNIZATION,Not Specified
3974,IMMUNE RESPONSE,Not Specified
3974,IMMUNOSUPPRESSION,Not Specified
3975,COVID-19,Not Specified
3975,COVID-19,Not Specified
3975,COVID-19,Not Specified
3976,COVID-19,Not Specified
3977,"HYPERTENSION, PULMONARY",Not Specified
3977,RIGHT VENTRICULAR OVERLOAD,Not Specified
3977,COVID-19,Not Specified
3978,STRESS,Not Specified
3978,ANXIETY,Not Specified
3978,DEPRESSION,Not Specified
3978,COVID-19,Not Specified
3979,COVID-19,Not Specified
3979,HYPOXEMIA,Not Specified
3980,GENDER RELATIONS,Not Specified
3980,PARTNER COMMUNICATION,Not Specified
3980,DIVISION OF CAREWORK,Not Specified
3980,COUPLE CONFLICT,Not Specified
3980,STRESS,Not Specified
3981,COVID-19,Not Specified
3981,CRITICAL ILLNESS,Not Specified
3981,POST INTENSIVE CARE UNIT SYNDROME,Not Specified
3981,MUSCLE WEAKNESS,Not Specified
3982,COVID-19,Not Specified
3982,PULMONARY REHABILITATION,Not Specified
3983,COVID-19,Not Specified
3983,ARDS,Not Specified
3983,MECHANICAL VENTILATION,Not Specified
3984,OSTEOARTHRITIS,Not Specified
3985,COVID-19,Not Specified
3985,COVID-19,Not Specified
3986,COMMUNITY MENTAL HEALTH,Not Specified
3987,COVID-19,Not Specified
3988,COVID-19,Not Specified
3989,COVID-19,Not Specified
3990,ARTHROSCOPY,Not Specified
3991,PANCREATIC ADENOCARCINOMA,Not Specified
3992,COVID-19,Not Specified
3993,COAGULOPATHY,Not Specified
3994,COVID-19,Not Specified
3995,COVID-19,Not Specified
3996,TB - TUBERCULOSIS,Not Specified
3996,PATIENT SATISFACTION,Not Specified
3997,COVID-19,Not Specified
3997,ANXIETY,Not Specified
3997,BURNOUT,Not Specified
3998,COVID-19,Not Specified
3998,COVID-19,Not Specified
3998,COVID-19,Not Specified
3998,SARS,Not Specified
3999,ULTRASONOGRAPHY,Not Specified
4000,COVID-19,Not Specified
4001,COVID-19,Not Specified
4001,COVID-19,Not Specified
4001,PREGNANCY RELATED,Not Specified
4002,COVID-19,Not Specified
4002,VASCULAR COMPLICATIONS,Not Specified
4003,COVID-19,Not Specified
4004,COVID-19,Not Specified
4004,ARTERIAL STIFFNESS,Not Specified
4004,ENDOTHELIAL DYSFUNCTION,Not Specified
4004,DIASTOLIC DYSFUNCTION,Not Specified
4005,COVID-19,Not Specified
4005,COVID-19,Not Specified
4005,COVID-19,Not Specified
4005,SARS,Not Specified
4006,PULMONARY DISEASE,Not Specified
4007,COVID-19,Not Specified
4007,COVID-19,Not Specified
4008,COVID-19,Not Specified
4009,COVID-19,Not Specified
4010,COVID-19,Not Specified
4011,COVID-19,Not Specified
4011,NON-SPECIFIC EFFECTS OF VACCINES,Not Specified
4011,HETEROLOGOUS IMMUNITY,Not Specified
4011,MORBIDITY,Not Specified
4011,IMMUNOSENESCENCE,Not Specified
4011,VACCINE PREVENTABLE DISEASE,Not Specified
4012,COVID-19,Not Specified
4012,ICU ACQUIRED WEAKNESS,Not Specified
4012,WEANING FAILURE,Not Specified
4013,COVID-19,Not Specified
4013,MECHANICAL VENTILATION COMPLICATION,Not Specified
4013,COVID-19,Not Specified
4013,RESPIRATORY FAILURE,Not Specified
4013,SARS,Not Specified
4014,CARDIOVASCULAR RISK FACTOR,Not Specified
4014,COVID-19,Not Specified
4015,COVID-19,Not Specified
4015,NON-SPECIFIC EFFECTS OF VACCINES,Not Specified
4015,MORBIDITY,Not Specified
4015,ABSENTEEISM,Not Specified
4015,HETEROLOGOUS IMMUNITY,Not Specified
4016,COVID-19,Not Specified
4016,COVID-19,Not Specified
4017,ANXIETY,Not Specified
4017,DEPRESSION,Not Specified
4017,PREGNANCY RELATED,Not Specified
4018,PULMONARY THROMBOEMBOLISM,Not Specified
4019,COVID-19,Not Specified
4020,SLEEP DISTURBANCE,Not Specified
4021,SUBCUTANEOUS EMPHYSEMA,Not Specified
4021,COVID-19,Not Specified
4022,COVID-19,Not Specified
4023,COVID-19,Not Specified
4023,COVID-19,Not Specified
4023,COVID-19,Not Specified
4023,ARDS,Not Specified
4023,COVID-19,Not Specified
4024,COVID-19,Not Specified
4025,COVID-19,Not Specified
4026,BLOOD DONATION,Not Specified
4027,COVID-19,Not Specified
4028,COVID-19,Not Specified
4028,RESPIRATORY DISEASE,Not Specified
4028,IMMUNE SYSTEM,Not Specified
4028,IMMUNOMODULATOR,Not Specified
4028,ANTISEPTIC,Not Specified
4028,SUPPORTIVE CARE,Not Specified
4029,COVID-19,Not Specified
4029,PREGNANCY RELATED,Not Specified
4029,NEONATAL INFECTION,Not Specified
4030,COVID-19,Not Specified
4030,COVID-19,Not Specified
4030,RESPIRATORY FAILURE,Not Specified
4030,PALLIATIVE SITUATION,Not Specified
4031,COVID-19,Not Specified
4031,COVID-19,Not Specified
4031,PREVENTION & CONTROL,Not Specified
4031,NURSING HOME,Not Specified
4031,HYDROXYCHLOROQUINE,Not Specified
4032,OLFACTORY DISORDER,Not Specified
4032,COVID-19,Not Specified
4032,COVID-19,Not Specified
4032,ANOSMIA,Not Specified
4032,MICROSOMIA,Not Specified
4032,SMELL DISORDER,Not Specified
4032,QUALITY OF LIFE,Not Specified
4033,COVID-19,Not Specified
4033,HYPOXEMIA,Not Specified
4034,PNEUMONIA,Not Specified
4034,SARS,Not Specified
4034,COVID-19,Not Specified
4035,COVID-19,Not Specified
4035,COVID-19,Not Specified
4036,COVID-19,Not Specified
4037,COVID-19,Not Specified
4038,PNEUMONIA,Not Specified
4038,COVID-19,Not Specified
4038,COVID-19,Not Specified
4039,COVID-19,Not Specified
4040,COVID-19,Not Specified
4041,MONITOR TRAINING LOAD,Not Specified
4042,COVID-19,Not Specified
4042,COVID-19,Not Specified
4043,COVID-19,Not Specified
4043,ARDS,Not Specified
4043,RESPIRATORY TRACT INFECTIONS,Not Specified
4043,ANTIBIOTIC RESISTANCE,Not Specified
4044,COVID-19,Not Specified
4044,DEPRESSION,Not Specified
4044,STRESS,Not Specified
4045,COVID-19,Not Specified
4045,SARS,Not Specified
4046,COVID-19,Not Specified
4047,TRACHEOSTOMY COMPLICATION,Not Specified
4047,COVID-19,Not Specified
4047,VENTILATOR LUNG,Not Specified
4048,COVID-19,Not Specified
4048,RHEUMATIC DISEASES,Not Specified
4048,RHEUMATOID ARTHRITIS,Not Specified
4048,CHRONIC PAIN,Not Specified
4049,COVID-19,Not Specified
4049,2019-NCOV,Not Specified
4050,LUNG CANCER,Not Specified
4050,PROM,Not Specified
4050,COVID-19,Not Specified
4050,PSYCHOLOGICAL,Not Specified
4051,MINDFULNESS,Not Specified
4051,RANDOMIZED CONTROLLED TRIAL,Not Specified
4051,PSYCHOPATHOLOGY,Not Specified
4051,HEALTH PERSONNEL,Not Specified
4052,COVID-19,Not Specified
4053,COVID-19,Not Specified
4054,"BURNOUT, PROFESSIONAL",Not Specified
4054,DEPRESSION,Not Specified
4054,MEDICAL ERRORS,Not Specified
4054,COVID-19,Not Specified
4055,PHYSICAL ACTIVITY,Not Specified
4055,COVID-19,Not Specified
4056,COVID-19,Not Specified
4057,VIRAL INFECTION,Not Specified
4057,COVID-19,Not Specified
4058,CORONARY ARTERY DISEASE,Not Specified
4059,COVID-19,Not Specified
4059,COVID-19,Not Specified
4060,HYPOXEMIA,Not Specified
4060,PNEUMONIA,Not Specified
4060,COVID-19,Not Specified
4061,COVID-19,Not Specified
4061,STRESS,Not Specified
4061,ANXIETY,Not Specified
4062,COVID-19,Not Specified
4062,RESPIRATORY FAILURE,Not Specified
4063,HOUSING,Not Specified
4063,COVID-19,Not Specified
4063,MENTAL HEALTH,Not Specified
4063,PHYSICAL HEALTH,Not Specified
4063,SOCIAL INTERACTION,Not Specified
4063,HEALTHCARE,Not Specified
4064,CRITICAL ILLNESS,Not Specified
4064,FAMILY,Not Specified
4064,STRESS,Not Specified
4064,COVID-19,Not Specified
4065,COVID-19,Not Specified
4065,ACUTE KIDNEY INJURY,Not Specified
4066,COVID-19,Not Specified
4066,PREGNANCY RELATED,Not Specified
4066,NEONATAL INFECTION,Not Specified
4066,BREASTFEEDING,Not Specified
4067,POSTPARTUM DEPRESSION,Not Specified
4067,COVID-19,Not Specified
4067,PREVALENCE,Not Specified
4067,SOCIAL DISTANCE,Not Specified
4068,COVID-19,Not Specified
4068,COVID-19,Not Specified
4068,COVID-19,Not Specified
4068,COVID-19,Not Specified
4069,COVID-19,Not Specified
4069,STROKE,Not Specified
4070,COVID-19,Not Specified
4071,COVID-19,Not Specified
4072,SARS,Not Specified
4073,COVID-19,Not Specified
4073,COVID-19,Not Specified
4073,COVID-19,Not Specified
4074,COVID-19,Not Specified
4075,TYPE 2 DIABETES,Not Specified
4075,METABOLIC CONTROL,Not Specified
4076,MESENCHYMAL STROMAL CELLS,Not Specified
4076,REMESTEMCEL-L,Not Specified
4076,ARDS,Not Specified
4076,COVID-19,Not Specified
4077,COVID-19,Not Specified
4078,COVID-19,Not Specified
4078,ARDS,Not Specified
4078,RESPIRATORY FAILURE,Not Specified
4079,COVID-19,Not Specified
4079,ARDS,Not Specified
4080,COVID-19,Not Specified
4081,COVID-19,Not Specified
4082,COVID-19,Not Specified
4082,CYTOKINE STORM,Not Specified
4082,INFLAMMATION,Not Specified
4083,COVID-19,Not Specified
4083,"OUTCOME, FATAL",Not Specified
4084,COVID-19,Not Specified
4085,SARCOPENIA,Not Specified
4086,PNEUMONIA,Not Specified
4086,COVID-19,Not Specified
4087,COVID-19,Not Specified
4087,INTENSIVE CARE UNIT,Not Specified
4088,COVID-19,Not Specified
4089,COVID-19,Not Specified
4089,THROMBOSIS PULMONARY,Not Specified
4090,COVID-19,Not Specified
4091,COVID-19,Not Specified
4091,COVID-19,Not Specified
4091,PNEUMONIA,Not Specified
4092,COVID-19,Not Specified
4092,COVID-19,Not Specified
4092,COVID-19,Not Specified
4093,STRESS,Not Specified
4094,COVID-19,Not Specified
4094,COVID-19,Not Specified
4095,HEALTHY VOLUNTEERS,Not Specified
4096,COVID-19,Not Specified
4096,EMBOLISM AND THROMBOSIS,Not Specified
4096,PNEUMONIA,Not Specified
4097,COVID-19,Not Specified
4098,DEPRESSION,Not Specified
4098,QUALITY OF LIFE,Not Specified
4098,COVID-19,Not Specified
4098,SOCIAL ISOLATION,Not Specified
4099,RESPIRATORY FAILURE,Not Specified
4100,CHRONIC HEALTH CONDITIONS,Not Specified
4100,OLDER AGE IS ASSOCIATED WITH INCREASED PATHOGENICITY,Not Specified
4101,COVID-19,Not Specified
4101,IMMUNIZATION; INFECTION,Not Specified
4102,COVID-19,Not Specified
4103,COMPLICATION,Not Specified
4104,COVID-19,Not Specified
