study_id,condition_name,mesh_term
1526,SARS,Not Specified
1527,COVID-19,Not Specified
1528,COVID-19,Not Specified
1529,COVID-19,Not Specified
1530,COVID-19,Not Specified
1530,COVID-19,Not Specified
1531,COVID-19,Not Specified
1532,COVID-19,Not Specified
1532,COVID-19,Not Specified
1532,CHRONIC KIDNEY DISEASES,Not Specified
1533,COVID-19,Not Specified
1534,COVID-19,Not Specified
1534,RESPIRATORY FAILURE,Not Specified
1535,COVID-19,Not Specified
1535,IMMUNE DEFICIENCY,Not Specified
1535,TONSILLITIS,Not Specified
1535,TONSIL HYPERTROPHY,Not Specified
1535,ADENOIDITIS,Not Specified
1535,ADENOID HYPERTROPHY,Not Specified
1536,DIARRHEA,Not Specified
1536,COVID-19,Not Specified
1537,COVID-19,Not Specified
1538,COVID-19,Not Specified
1538,COVID-19,Not Specified
1539,COVID-19,Not Specified
1540,COVID-19,Not Specified
1540,HEALTHCARE WORKERS,Not Specified
1540,VACCINE,Not Specified
1541,COVID-19,Not Specified
1541,THROMBOSIS EMBOLISM,Not Specified
1541,DVT,Not Specified
1541,PULMONARY EMBOLISM,Not Specified
1541,MYOCARDIAL INFARCTION,Not Specified
1541,STROKE,Not Specified
1542,CRITICAL ILLNESS,Not Specified
1542,COVID-19,Not Specified
1542,CENTRAL NERVOUS SYSTEM INJURY,Not Specified
1542,DELIRIUM,Not Specified
1542,ENCEPHALOPATHY,Not Specified
1543,COVID-19,Not Specified
1543,HERBAL MEDICINE,Not Specified
1544,COVID-19,Not Specified
1545,COVID-19,Not Specified
1545,COVID-19,Not Specified
1546,COVID-19,Not Specified
1547,COVID-19,Not Specified
1547,POPULATION AT RISK,Not Specified
1547,ARDS,Not Specified
1548,COVID-19,Not Specified
1549,COVID-19,Not Specified
1550,COVID-19,Not Specified
1550,SARS,Not Specified
1551,COVID-19,Not Specified
1551,MECHANICAL VENTILATION,Not Specified
1551,QUALITY OF LIFE,Not Specified
1551,RADIOLOGIC INCREASED DENSITY OF LUNG,Not Specified
1551,SEDATION,Not Specified
1551,COMPLICATION OF TREATMENT,Not Specified
1552,COVID-19,Not Specified
1553,COVID-19,Not Specified
1554,COVID-19,Not Specified
1555,COVID-19,Not Specified
1555,RESPIRATORY FAILURE,Not Specified
1555,TRIAGE,Not Specified
1555,LUNG ULTRASOUND,Not Specified
1555,CT SCAN,Not Specified
1556,COVID-19,Not Specified
1557,COVID-19,Not Specified
1558,COVID-19,Not Specified
1558,CANCER,Not Specified
1558,TUMOR,Not Specified
1559,COVID-19,Not Specified
1559,AKI,Not Specified
1560,COVID-19,Not Specified
1561,PSYCHOLOGICAL WELLBEING,Not Specified
1562,COVID-19,Not Specified
1563,END STAGE RENAL DISEASE,Not Specified
1563,COVID-19,Not Specified
1564,COVID-19,Not Specified
1565,COVID-19,Not Specified
1566,COVID-19,Not Specified
1567,COVID-19,Not Specified
1568,COVID-19,Not Specified
1568,COVID-19,Not Specified
1569,COVID-19,Not Specified
1570,"DIAGNOSTIC TEST, ROUTINE",Not Specified
1570,COVID-19,Not Specified
1570,DIAGNOSES DISEASE,Not Specified
1570,COVID-19,Not Specified
1571,VIRAL INFECTION,Not Specified
1571,COVID-19,Not Specified
1572,COVID-19,Not Specified
1572,COVID-19,Not Specified
1573,COVID-19,Not Specified
1574,COVID-19,Not Specified
1575,COVID-19,Not Specified
1576,COVID-19,Not Specified
1577,COVID-19,Not Specified
1577,CHILBLAINS,Not Specified
1578,COVID-19,Not Specified
1579,COVID-19,Not Specified
1580,COVID-19,Not Specified
1581,COVID-19,Not Specified
1582,LIVER INJURY,Not Specified
1583,COVID-19,Not Specified
1584,COVID-19,Not Specified
1584,MYOCARDIAL INJURY,Not Specified
1584,CARDIOVASCULAR DISEASES,Not Specified
1584,HEART FAILURE,Not Specified
1584,CARDIOVASCULAR MORBIDITY,Not Specified
1585,COVID-19,Not Specified
1586,COVID-19,Not Specified
1586,ALLIED HEALTH PROFESSIONALS,Not Specified
1586,PRIMARY CARE,Not Specified
1586,RETROSPECTIVE COHORT,Not Specified
1586,PROMS,Not Specified
1586,PERFORMANCE MEASURES,Not Specified
1586,PROSPECTIVE COHORT,Not Specified
1586,NATIONAL DUTCH PROGRAM,Not Specified
1587,OROPHARYNGEAL DYSPHAGIA,Not Specified
1587,COVID-19,Not Specified
1587,COVID-19,Not Specified
1587,NUTRITION,Not Specified
1588,COVID-19,Not Specified
1589,FOOD INSECURITY,Not Specified
1590,COVID-19,Not Specified
1590,COVID-19,Not Specified
1591,COVID-19,Not Specified
1591,IMMUNODEFICIENCY,Not Specified
1592,COVID-19,Not Specified
1593,COVID-19,Not Specified
1594,COVID-19,Not Specified
1595,FIBROMYALGIA,Not Specified
1595,COVID-19,Not Specified
1595,COVID-19,Not Specified
1595,DAILY LIFE,Not Specified
1595,SLEEP QUALITY,Not Specified
1595,ANXIETY DEPRESSION,Not Specified
1596,COVID-19,Not Specified
1597,COVID-19,Not Specified
1598,COVID-19,Not Specified
1599,SPERM PRESERVATION IN ONCOLOGICAL PATIENTS,Not Specified
1599,FERTILITY,Not Specified
1599,CRYOPRESERVATION,Not Specified
1600,SUSCEPTIBILITY TO VIRAL AND MYCOBACTERIAL INFECTION,Not Specified
1601,COVID-19,Not Specified
1602,COVID-19,Not Specified
1603,DIALYSIS,Not Specified
1603,COVID-19,Not Specified
1604,COVID-19,Not Specified
1604,COVID-19,Not Specified
1605,COVID-19,Not Specified
1606,COVID-19,Not Specified
1606,COVID-19,Not Specified
1606,COVID-19,Not Specified
1607,COVID-19,Not Specified
1608,COVID-19,Not Specified
1608,COVID-19,Not Specified
1608,COVID-19,Not Specified
1608,DYSPNEA,Not Specified
1609,COVID-19,Not Specified
1610,COVID-19,Not Specified
1611,COVID-19,Not Specified
1612,ANOSMIA,Not Specified
1612,COVID-19,Not Specified
1612,DYSGEUSIA,Not Specified
1613,COVID-19,Not Specified
1614,COVID-19,Not Specified
1615,COVID-19,Not Specified
1616,COVID-19,Not Specified
1617,COVID-19,Not Specified
1617,COVID-19,Not Specified
1618,COVID-19,Not Specified
1619,COVID-19,Not Specified
1620,COVID-19,Not Specified
1620,COVID-19,Not Specified
1621,PREGNANCY COMPLICATIONS,Not Specified
1621,COVID-19,Not Specified
1622,COVID-19,Not Specified
1622,ARDS,Not Specified
1623,COVID-19,Not Specified
1623,COGNITIVE IMPAIRMENT,Not Specified
1624,COVID-19,Not Specified
1625,COVID-19,Not Specified
1626,ARDS,Not Specified
1626,COVID-19,Not Specified
1626,ACUTE LUNG INJURY,Not Specified
1626,FEVER,Not Specified
1626,MYALGIA,Not Specified
1626,COUGH,Not Specified
1626,DYSPNEA,Not Specified
1626,SEPTIC SHOCK,Not Specified
1626,BLEEDING,Not Specified
1627,COVID-19,Not Specified
1628,COVID-19,Not Specified
1629,COVID-19,Not Specified
1630,COVID-19,Not Specified
1631,COVID-19,Not Specified
1632,COVID-19,Not Specified
1633,COVID-19,Not Specified
1634,COVID-19,Not Specified
1635,COVID-19,Not Specified
1636,COVID-19,Not Specified
1637,COVID-19,Not Specified
1638,COVID-19,Not Specified
1639,COVID-19,Not Specified
1640,COVID-19,Not Specified
1641,COVID-19,Not Specified
1642,COVID-19,Not Specified
1643,COVID-19,Not Specified
1644,COVID-19,Not Specified
1644,VACCINE REFUSAL,Not Specified
1644,COMMUNICATION,Not Specified
1645,ASTHMA CHRONIC,Not Specified
1645,BRONCHIAL ASTHMA,Not Specified
1646,COVID-19,Not Specified
1646,COVID-19,Not Specified
1647,COVID-19,Not Specified
1648,COVID-19,Not Specified
1649,COVID-19,Not Specified
1650,COVID-19,Not Specified
1650,GERIATRIC MEDICINE,Not Specified
1650,SEROCONVERSION,Not Specified
1650,IMMUNOSENESCENCE,Not Specified
1651,COVID-19,Not Specified
1652,COVID-19,Not Specified
1653,COVID-19,Not Specified
1654,COVID-19,Not Specified
1654,COVID-19,Not Specified
1655,COVID-19,Not Specified
1656,COVID-19,Not Specified
1657,COVID-19,Not Specified
1657,COVID-19,Not Specified
1657,SARS,Not Specified
1657,COVID-19,Not Specified
1658,COVID-19,Not Specified
1658,COVID-19,Not Specified
1659,AUTISM SPECTRUM DISORDER,Not Specified
1659,CARDIOVASCULAR HEALTH,Not Specified
1660,COVID-19,Not Specified
1661,COVID-19,Not Specified
1662,COVID-19,Not Specified
1663,COVID-19,Not Specified
1664,COVID-19,Not Specified
1665,COVID-19,Not Specified
1666,VACCINATION REFUSAL,Not Specified
1666,COVID-19,Not Specified
1666,CONTRACEPTION BEHAVIOR,Not Specified
1666,HEART DISEASES,Not Specified
1667,COVID-19,Not Specified
1668,COVID-19,Not Specified
1669,COVID-19,Not Specified
1670,COVID-19,Not Specified
1671,COVID-19,Not Specified
1672,COVID-19,Not Specified
1673,COVID-19,Not Specified
1674,COVID-19,Not Specified
1675,COVID-19,Not Specified
1676,COVID-19,Not Specified
1677,COVID-19,Not Specified
1678,COVID-19,Not Specified
1679,PATIENT HOSPITALIZED IN DISEASE INFECTIOUS UNIT,Not Specified
1679,PATIENT HOSPITALIZED IN INTENSIVE REANIMATION UNIT,Not Specified
1679,PATIENT HOPSITALIZED IN INTERNAL MEDICINE UNIT,Not Specified
1680,COVID-19,Not Specified
1681,COVID-19,Not Specified
1682,COVID-19,Not Specified
1682,HYPOXIA,Not Specified
1683,COVID-19,Not Specified
1684,COVID-19,Not Specified
1684,COVID-19,Not Specified
1685,ECONOMIC BURDEN,Not Specified
1686,COVID-19,Not Specified
1687,COVID-19,Not Specified
1687,CHRONIC LIVER DISEASE,Not Specified
1688,COVID-19,Not Specified
1688,VENOUS THROMBOEMBOLISM,Not Specified
1688,ARTERIAL THROMBOSIS,Not Specified
1689,COVID-19,Not Specified
1690,COVID-19,Not Specified
1691,COVID-19,Not Specified
1692,COVID-19,Not Specified
1693,COVID-19,Not Specified
1693,COVID-19,Not Specified
1693,COVID-19,Not Specified
1694,COVID-19,Not Specified
1695,COVID-19,Not Specified
1696,COVID-19,Not Specified
1697,COVID-19,Not Specified
1698,COVID-19,Not Specified
1699,COVID-19,Not Specified
1700,COVID-19,Not Specified
1701,COVID-19,Not Specified
1702,MULTIPLE SCLEROSIS,Not Specified
1702,COVID-19,Not Specified
1703,COVID-19,Not Specified
1704,COVID-19,Not Specified
1704,PNEUMONIA,Not Specified
1705,COVID-19,Not Specified
1706,COVID-19,Not Specified
1706,DEATH,Not Specified
1706,VIRAL INFECTION,Not Specified
1706,"INFECTIONS, RESPIRATORY",Not Specified
1706,COVID-19,Not Specified
1706,ELDERLY INFECTION,Not Specified
1706,OLD AGE; DEMENTIA,Not Specified
1706,EPIDEMIC DISEASE,Not Specified
1707,COVID-19,Not Specified
1708,COVID-19,Not Specified
1709,COVID-19,Not Specified
1710,AGE RELATED MACULAR DEGENERATION,Not Specified
1710,DIABETIC MACULAR EDEMA,Not Specified
1710,RETINAL VEIN OCCLUSION,Not Specified
1711,COVID-19,Not Specified
1712,COVID-19,Not Specified
1712,COVID-19,Not Specified
1712,COVID-19,Not Specified
1713,COVID-19,Not Specified
1713,INFLUENZA,Not Specified
1714,COVID-19,Not Specified
1714,CARDIOVASCULAR DISEASES,Not Specified
1715,COVID-19,Not Specified
1716,COVID-19,Not Specified
1717,COVID-19,Not Specified
1718,POST INTENSIVE CARE UNIT SYNDROME,Not Specified
1718,COVID-19,Not Specified
1719,"INFERTILITY, MALE",Not Specified
1720,COVID-19,Not Specified
1721,COVID-19,Not Specified
1722,NEUROLOGIC COMPLICATION,Not Specified
1723,COVID-19,Not Specified
1724,COVID-19,Not Specified
1725,COVID-19,Not Specified
1726,COVID-19,Not Specified
1727,COVID-19,Not Specified
1728,COVID-19,Not Specified
1728,COVID-19,Not Specified
1729,COVID-19,Not Specified
1729,IMMUNOMEDIATED INFLAMMATORY DISEASE IN TREATMENT WITH BIOLOGICAL AGENTS AND / OR JAK INHIBITORS,Not Specified
1730,COVID-19,Not Specified
1731,COVID-19,Not Specified
1732,COVID-19,Not Specified
1733,COVID-19,Not Specified
1734,COVID-19,Not Specified
1735,ARDS,Not Specified
1735,COVID-19,Not Specified
1736,COVID-19,Not Specified
1736,RESPIRATORY FAILURE,Not Specified
1737,COVID-19,Not Specified
1737,COVID-19,Not Specified
1738,COVID-19,Not Specified
1738,STRESS,Not Specified
1739,COVID-19,Not Specified
1740,COVID-19,Not Specified
1741,MINDFULNESS,Not Specified
1741,COVID-19,Not Specified
1741,HEALTHCARE WORKER,Not Specified
1742,COVID-19,Not Specified
1743,COVID-19,Not Specified
1744,COVID-19,Not Specified
1745,THALASSEMIA MAJOR,Not Specified
1745,COVID-19,Not Specified
1746,COVID-19,Not Specified
1747,COVID-19,Not Specified
1747,SYSTEMIC AUTOIMMUNE DISEASE,Not Specified
1747,INFLAMMATORY RHEUMATISM,Not Specified
1747,AUTO INFLAMMATORY DISEASES,Not Specified
1748,DYSPHAGIA,Not Specified
1748,COVID-19,Not Specified
1749,COVID-19,Not Specified
1750,MYASTHENIA GRAVIS,Not Specified
1751,ISOTRETINOIN ADVERSE REACTION,Not Specified
1751,COVID-19,Not Specified
1752,VITAMIN D DEFICIENCY,Not Specified
1752,COVID-19,Not Specified
1753,CHRONIC PAIN,Not Specified
1754,COVID-19,Not Specified
1755,COVID-19,Not Specified
1755,COVID-19,Not Specified
1755,PATHOLOGY,Not Specified
1755,INTENSIVE CARE UNITS,Not Specified
1755,RESPIRATORY FAILURE,Not Specified
1756,COVID-19,Not Specified
1757,COVID-19,Not Specified
1757,COVID-19,Not Specified
1758,LIVER DISEASES,Not Specified
1758,COVID-19,Not Specified
1759,COVID-19,Not Specified
1759,SARS,Not Specified
1759,STRESS,Not Specified
1760,COVID-19,Not Specified
1761,COVID-19,Not Specified
1762,IVERMECTIN,Not Specified
1762,HYDROXYCHLOROQUINE,Not Specified
1762,COVID-19,Not Specified
1763,INFLAMMATORY BOWEL DISEASE,Not Specified
1764,COVID-19,Not Specified
1764,COVID-19,Not Specified
1765,COVID-19,Not Specified
1766,COVID-19,Not Specified
1766,CYTOKINE STORM,Not Specified
1767,COVID-19,Not Specified
1768,COVID-19,Not Specified
1769,COVID-19,Not Specified
1769,COVID-19,Not Specified
1770,COVID-19,Not Specified
1771,COVID-19,Not Specified
1772,COVID-19,Not Specified
1773,COVID-19,Not Specified
1773,CYTOKINE STORM,Not Specified
1773,MENTAL DISORDER,Not Specified
1774,COVID-19,Not Specified
1775,PROPHYLAXIS,Not Specified
1775,COVID-19,Not Specified
1775,HEALTH CARE WORKER,Not Specified
1775,HYDROXYCHLOROQUINE,Not Specified
1776,COVID-19,Not Specified
1777,COVID-19,Not Specified
1778,COVID-19,Not Specified
1778,THERMOTHERAPY,Not Specified
1779,COVID-19,Not Specified
1779,STRESS,Not Specified
1779,ANXIETY,Not Specified
1779,DEPRESSION,Not Specified
1780,COVID-19,Not Specified
1781,VIRAL INFECTION,Not Specified
1781,"INFECTION, HOSPITAL",Not Specified
1781,COVID-19,Not Specified
1782,COVID-19,Not Specified
1782,COVID-19,Not Specified
1783,SURGERY,Not Specified
1783,COVID-19,Not Specified
1783,ASYMPTOMATIC PATIENT,Not Specified
1783,COVID-19,Not Specified
1783,PREVENTIVE MEASURES,Not Specified
1784,COVID-19,Not Specified
1785,COVID-19,Not Specified
1786,COVID-19,Not Specified
1787,COVID-19,Not Specified
1787,COVID-19,Not Specified
1787,PREGNANT WOMEN,Not Specified
1787,HYDROXYCHLOROQUINE,Not Specified
1788,COVID-19,Not Specified
1789,COVID-19,Not Specified
1789,COVID-19,Not Specified
1790,PREGNANCY,Not Specified
1790,COVID-19,Not Specified
1790,LABOR (OBSTETRICS)--COMPLICATIONS,Not Specified
1790,DEMOGRAPHY,Not Specified
1791,COVID-19,Not Specified
1791,DIABETES,Not Specified
1792,COVID-19,Not Specified
1793,ENDOPHTHALMITIS AND ORBITAL CELLULITIS,Not Specified
1794,COVID-19,Not Specified
1794,LUNG INFLAMMATION,Not Specified
1794,RESPIRATORY FAILURE,Not Specified
1795,COVID-19,Not Specified
1796,RESPIRATORY FAILURE,Not Specified
1797,COVID-19,Not Specified
1798,COVID-19,Not Specified
1798,COVID-19,Not Specified
1798,CANCER,Not Specified
1798,SURGERY,Not Specified
1799,COVID-19,Not Specified
1799,ANOSMIA,Not Specified
1799,FEVER,Not Specified
1799,COUGH,Not Specified
1799,SHORTNESS OF BREATH,Not Specified
1799,SORE THROAT,Not Specified
1799,NAUSEA,Not Specified
1799,VOMITING,Not Specified
1799,HEADACHE,Not Specified
1799,MUSCLE WEAKNESS,Not Specified
1799,"PAIN, MUSCLE",Not Specified
1799,"PAIN, CHEST",Not Specified
1799,"PAIN, JOINT",Not Specified
1799,"PAIN, ABDOMINAL",Not Specified
1799,PAIN,Not Specified
1799,IRRITABLE MOOD,Not Specified
1799,CONFUSION,Not Specified
1800,COVID-19,Not Specified
1801,COVID-19,Not Specified
1801,COVID-19,Not Specified
1802,COVID-19,Not Specified
1802,APPENDICITIS,Not Specified
1803,COVID-19,Not Specified
1803,THYMIC HYPOPLASIA,Not Specified
1804,COVID-19,Not Specified
1804,"OBESITY, CHILDHOOD",Not Specified
1804,LIFESTYLE,Not Specified
1804,"LIFESTYLE, HEALTHY",Not Specified
1804,"OVERWEIGHT, CHILDHOOD",Not Specified
1804,"CHILDREN, ONLY",Not Specified
1804,FAMILY,Not Specified
1805,COVID-19,Not Specified
1806,COVID-19,Not Specified
1807,ARDS,Not Specified
1807,ARDS,Not Specified
1807,COVID-19,Not Specified
1807,ENDOTHELIAL DYSFUNCTION,Not Specified
1807,PULMONARY EDEMA,Not Specified
1808,COVID-19,Not Specified
1808,COVID-19,Not Specified
1809,COVID-19,Not Specified
1810,EPIDEMIOLOGY,Not Specified
1810,CLINICAL,Not Specified
1810,NUTRITIONAL-STATUS,Not Specified
1810,IMMUNOLOGIC DEFECT,Not Specified
1811,COVID-19,Not Specified
1812,COVID-19,Not Specified
1813,COVID-19,Not Specified
1814,COVID-19,Not Specified
1815,COVID-19,Not Specified
1816,COVID-19,Not Specified
1817,DEEP VENOUS THROMBOSIS,Not Specified
1818,COVID-19,Not Specified
1819,COVID-19,Not Specified
1820,COVID-19,Not Specified
1821,COVID-19,Not Specified
1821,SEXUAL FUNCTION AND FERTILITY DISORDERS,Not Specified
1821,URINARY FUNCTION DISORDERS,Not Specified
1821,URINE,Not Specified
1821,SEMEN,Not Specified
1822,COVID-19,Not Specified
1823,COVID-19,Not Specified
1823,COVID-19,Not Specified
1824,COVID-19,Not Specified
1825,COVID-19,Not Specified
1826,PSORIASIS,Not Specified
1826,COVID-19,Not Specified
1827,COVID-19,Not Specified
1828,COVID-19,Not Specified
1829,COVID-19,Not Specified
1830,SARS,Not Specified
1830,RESEARCH THE PRESENCE OF VIRUSES AT DIFFERENT SITES OF THE MOTHER AND THE FETUS OR FATHER,Not Specified
1830,THE SURVEY BUILDS ON A NETWORK WORK ALREADY ORGANIZED AROUND THE CPDPN OF POITOU-CHARENTES,Not Specified
1830,ANALYSIS LABORATORIES OF THE POITIERS CHU,Not Specified
1831,COVID-19,Not Specified
1832,COVID-19,Not Specified
1832,RESPIRATORY FAILURE,Not Specified
1833,COVID-19,Not Specified
1833,ORGAN DYSFUNCTION SYNDROME SEPSIS,Not Specified
1833,"ORGAN DYSFUNCTION SYNDROME, MULTIPLE",Not Specified
1833,SEPTIC SHOCK,Not Specified
1833,ACUTE KIDNEY INJURY,Not Specified
1833,ARDS,Not Specified
1834,COVID-19,Not Specified
1834,HEALTHCARE WORKER PATIENT TRANSMISSION,Not Specified
1835,COVID-19,Not Specified
1836,COVID-19,Not Specified
1837,TRANSGENDER PERSONS,Not Specified
1837,COVID-19,Not Specified
1837,COVID-19,Not Specified
1837,COVID-19,Not Specified
1837,COVID-19,Not Specified
1838,COVID-19,Not Specified
1839,COVID-19,Not Specified
1840,COVID-19,Not Specified
1841,COVID-19,Not Specified
1841,COVID-19,Not Specified
1842,COVID-19,Not Specified
1843,COVID-19,Not Specified
1843,COVID-19,Not Specified
1844,COVID-19,Not Specified
1844,FERTILITY ISSUES,Not Specified
1844,ART,Not Specified
1845,COVID-19,Not Specified
1845,CRITICAL ILLNESS,Not Specified
1846,COVID-19,Not Specified
1847,COVID-19,Not Specified
1847,ENDOSCOPY UNIT,Not Specified
1848,COVID-19,Not Specified
1848,HIV,Not Specified
1849,COVID-19,Not Specified
1849,COVID-19,Not Specified
1849,PNEUMONIA,Not Specified
1849,SARS,Not Specified
1849,SARS,Not Specified
1850,COVID-19,Not Specified
1851,COVID-19,Not Specified
1851,RESPIRATORY ILLNESS,Not Specified
1851,COVID-19,Not Specified
1851,COVID-19,Not Specified
1852,COVID-19,Not Specified
1852,COVID-19,Not Specified
1853,COVID-19,Not Specified
1854,ADVERSE REACTION TO VACCINE,Not Specified
1854,COVID-19,Not Specified
1855,VIRAL INFECTION,Not Specified
1856,COVID-19,Not Specified
1857,COVID-19,Not Specified
1858,COVID-19,Not Specified
1859,COVID-19,Not Specified
1860,COVID-19,Not Specified
1861,COVID-19,Not Specified
1861,COVID-19,Not Specified
1861,COVID-19,Not Specified
1862,COVID-19,Not Specified
1862,ANAKINRA TREATMENT,Not Specified
1862,OPTIMIZED STANDARD OF CARE (OSOC),Not Specified
